taxa_name	pectoral_fin	pelvic_fin	pectoral_inferred	pelvic_inferred	pectoral_propagated	pelvic_propagated
Austrolebias toba	1	?	1	?	1	0
Austrolebias paranaensis	1	?	1	?	1	0
Austrolebias carvalhoi	1	?	1	?	1	0
Austrolebias minuano	1	?	1	?	1	0
Austrolebias litzi	1	?	1	?	1	0
Pterolebias phasianus	1	?	1	?	1	0
Pterolebias longipinnis	1	?	1	?	1	0
Kryptolebias marmoratus	1	?	1	?	1	0
Kryptolebias caudomarginatus	1	?	1	?	1	0
Kryptolebias ocellatus	1	?	1	?	1	0
Kryptolebias brasiliensis	1	?	1	?	1	0
Kryptolebias sepia	1	?	1	?	1	0
Kryptolebias gracilis	1	?	1	?	1	0
Kryptolebias campelloi	1	?	1	?	1	0
Kryptolebias hermaphroditus	?	?	?	?	?	?
Ophthalmolebias ilheusensis	?	?	?	?	?	?
Ophthalmolebias bokermanni	?	?	?	?	?	?
Ophthalmolebias constanciae	?	?	?	?	?	?
Neofundulus paraguayensis	1	?	1	?	1	0
Neofundulus ornatipinnis	1	?	1	?	1	0
Neofundulus sp. Paraguay	?	?	?	?	?	?
Neofundulus parvipinnis	1	?	1	?	1	0
Neofundulus guaporensis	1	?	1	?	1	0
Neofundulus acutirostratus	1	?	1	?	1	0
Maratecoara lacortei	1	?	1	?	1	0
Maratecoara formosa	1	?	1	?	1	0
Maratecoara splendida	1	?	1	?	1	0
Pituna poranga	1	?	1	?	1	0
Pituna compacta	1	?	1	?	1	0
Pituna xinguensis	1	?	1	?	1	0
Pituna obliquoseriata	1	?	1	?	1	0
Pituna schindleri	1	?	1	?	1	0
Pituna brevirostrata	1	?	1	?	1	0
Austrofundulus limnaeus	1	?	1	?	1	0
Austrofundulus transilis	1	?	1	?	1	0
Austrofundulus rupununi	1	?	1	?	1	0
Austrofundulus myersi	1	?	1	?	1	0
Austrofundulus guajira	1	?	1	?	1	0
Austrofundulus leoni	1	?	1	?	1	0
Austrofundulus leohoignei	1	?	1	?	1	0
Austrofundulus sp. DMR-2013	?	?	?	?	?	?
Leptolebias citrinipinnis	1	?	1	?	1	0
Leptolebias minimus	?	?	?	?	?	?
Leptolebias aureoguttatus	1	?	1	?	1	0
Leptolebias marmoratus	1	?	1	?	1	0
Leptolebias itanhaensis	1	?	1	?	1	0
Leptolebias splendens	1	?	1	?	1	0
Leptolebias opalescens	1	?	1	?	1	0
Leptolebias leitaoi	1	?	1	?	1	0
Moema piriana	1	?	1	?	1	0
Moema staecki	1	?	1	?	1	0
Moema cf. staecki TH-2007	?	?	?	?	?	?
Moema portugali	1	?	1	?	1	0
Moema quiii	?	?	?	?	?	?
Moema apurinan	1	?	1	?	1	0
Moema pepotei	1	?	1	?	1	0
Moema nudifrontata	1	?	1	?	1	0
Moema heterostigma	1	?	1	?	1	0
Moema hellneri	1	?	1	?	1	0
Cynodonichthys frommi	1	?	1	?	1	0
Cynodonichthys brunneus	1	?	1	?	1	0
Cynodonichthys chucunaque	1	?	1	?	1	0
Cynodonichthys birkhahni	?	?	?	?	?	?
Cynodonichthys magdalenae	1	?	1	?	1	0
Cynodonichthys weberi	1	?	1	?	1	0
Cynodonichthys isthmensis	1	?	1	?	1	0
Cynodonichthys fuscolineatus	1	?	1	?	1	0
Cynodonichthys tenuis	1	?	1	?	1	0
Cynodonichthys uroflammeus	1	?	1	?	1	0
Cynodonichthys hildebrandi	1	?	1	?	1	0
Cynodonichthys montium	?	?	?	?	?	?
Cynodonichthys monikae	?	?	?	?	?	?
Cynodonichthys elegans	?	?	?	?	?	?
Cynodonichthys boehlkei	?	?	?	?	?	?
Cynodonichthys wassmanni	?	?	?	?	?	?
Cynodonichthys kuelpmanni	?	?	?	?	?	?
Cynodonichthys glaucus	?	?	?	?	?	?
Cynodonichthys siegfriedi	?	?	?	?	?	?
Cynodonichthys leucurus	?	?	?	?	?	?
Cynodonichthys pacificus	?	?	?	?	?	?
Cynodonichthys rubripunctatus	?	?	?	?	?	?
Cynodonichthys villwocki	?	?	?	?	?	?
Llanolebias stellifer	1	?	1	?	1	0
Renova oscari	1	?	1	?	1	0
Terranatos dolichopterus	1	?	1	?	1	0
Plesiolebias aruana	1	?	1	?	1	0
Plesiolebias glaucopterus	1	?	1	?	1	0
Plesiolebias canabravensis	1	?	1	?	1	0
Plesiolebias filamentosus	1	?	1	?	1	0
Plesiolebias altamira	1	?	1	?	1	0
Plesiolebias xavantei	1	?	1	?	1	0
Plesiolebias lacerdai	1	?	1	?	1	0
Plesiolebias fragilis	1	?	1	?	1	0
Rachovia maculipinnis	1	?	1	?	1	0
Rachovia brevis	1	?	1	?	1	0
Rachovia pyropunctata	1	?	1	?	1	0
Rachovia hummelincki	1	?	1	?	1	0
Cynopoecilus melanotaenia	1	?	1	?	1	0
Cynopoecilus fulgens	1	?	1	?	1	0
Cynopoecilus intimus	1	?	1	?	1	0
Cynopoecilus nigrovittatus	1	?	1	?	1	0
Cynopoecilus multipapillatus	1	?	1	?	1	0
Cynopoecilus notabilis	?	?	?	?	?	?
Cynopoecilus sp. PFA-2016a	?	?	?	?	?	?
Nematolebias whitei	1	?	1	?	1	0
Nematolebias papilliferus	1	?	1	?	1	0
Nematolebias catimbau	?	?	?	?	?	?
Trigonectes balzanii	1	?	1	?	1	0
Trigonectes rubromarginatus	1	?	1	?	1	0
Trigonectes cf. balzanii VG-2009	?	?	?	?	?	?
Trigonectes aplocheiloides	1	?	1	?	1	0
Trigonectes strigabundus	1	?	1	?	1	0
Trigonectes macrophthalmus	1	?	1	?	1	0
Trigonectes rogoaguae	1	?	1	?	1	0
Campellolebias dorsimaculatus	1	?	1	?	1	0
Campellolebias chrysolineatus	1	?	1	?	1	0
Campellolebias intermedius	1	?	1	?	1	0
Campellolebias brucei	1	?	1	?	1	0
Xenurolebias myersi	1	?	1	?	1	0
Xenurolebias izecksohni	?	?	?	?	?	?
Xenurolebias pataxo	?	?	?	?	?	?
Xenurolebias cricarensis	?	?	?	?	?	?
Papiliolebias bitteri	1	?	1	?	1	0
Papiliolebias sp. R041	?	?	?	?	?	?
Papiliolebias hatinne	1	?	1	?	1	0
Gnatholebias hoignei	?	?	?	?	?	?
Gnatholebias zonatus	?	?	?	?	?	?
Aphyolebias peruensis	1	?	1	?	1	0
Aphyolebias manuensis	1	?	1	?	1	0
Aphyolebias wischmanni	1	?	1	?	1	0
Aphyolebias schleseri	1	?	1	?	1	0
Aphyolebias rubrocaudatus	1	?	1	?	1	0
Aphyolebias boticarioi	1	?	1	?	1	0
Aphyolebias claudiae	1	?	1	?	1	0
Aphyolebias obliquus	1	?	1	?	1	0
Micromoema xiphophorus	?	?	?	?	?	?
Micromoema xiphophora	1	?	1	?	1	0
Spectrolebias costai	1	?	1	?	1	0
Spectrolebias semiocellatus	1	?	1	?	1	0
Spectrolebias chacoensis	?	?	?	?	?	?
Simpsonichthys brunoi	1	?	1	?	1	0
Simpsonichthys punctulatus	1	?	1	?	1	0
Simpsonichthys delucai	1	?	1	?	1	0
Simpsonichthys ghisolfii	1	?	1	?	1	0
Simpsonichthys rufus	1	?	1	?	1	0
Simpsonichthys notatus	1	?	1	?	1	0
Simpsonichthys perpendicularis	1	?	1	?	1	0
Simpsonichthys boitonei	1	0	1	0	0	0
Simpsonichthys inaequipinnatus	1	?	1	?	1	0
Simpsonichthys reticulatus	1	?	1	?	1	0
Simpsonichthys ocellatus	1	?	1	?	1	0
Simpsonichthys nielseni	1	?	1	?	1	0
Simpsonichthys multiradiatus	1	?	1	?	1	0
Simpsonichthys stellatus	1	?	1	?	1	0
Simpsonichthys marginatus	1	?	1	?	1	0
Simpsonichthys santanae	1	?	1	?	1	0
Simpsonichthys nigromaculatus	1	?	1	?	1	0
Simpsonichthys filamentosus	1	?	1	?	1	0
Simpsonichthys adornatus	1	?	1	?	1	0
Simpsonichthys fasciatus	1	?	1	?	1	0
Simpsonichthys longignatus	1	?	1	?	1	0
Simpsonichthys cholopteryx	1	0	1	0	0	0
Simpsonichthys fulminantis	1	?	1	?	1	0
Simpsonichthys parallelus	1	0	1	0	0	0
Simpsonichthys rosaceus	1	?	1	?	1	0
Simpsonichthys suzarti	1	?	1	?	1	0
Simpsonichthys macaubensis	1	?	1	?	1	0
Simpsonichthys similis	1	?	1	?	1	0
Simpsonichthys gibberatus	1	?	1	?	1	0
Simpsonichthys radiosus	1	?	1	?	1	0
Simpsonichthys auratus	1	?	1	?	1	0
Simpsonichthys alternatus	1	?	1	?	1	0
Simpsonichthys virgulatus	1	?	1	?	1	0
Simpsonichthys carlettoi	1	?	1	?	1	0
Simpsonichthys zonatus	1	?	1	?	1	0
Simpsonichthys picturatus	1	?	1	?	1	0
Simpsonichthys ibicuiensis	?	?	?	?	?	?
Simpsonichthys margaritatus	?	?	?	?	?	?
Stenolebias bellus	1	?	1	?	1	0
Stenolebias damascenoi	1	?	1	?	1	0
Cynolebias albipunctatus	1	?	1	?	1	0
Cynolebias microphthalmus	1	?	1	?	1	0
Cynolebias itapicuruensis	1	?	1	?	1	0
Cynolebias gilbertoi	1	?	1	?	1	0
Cynolebias altus	1	?	1	?	1	0
Cynolebias perforatus	1	?	1	?	1	0
Cynolebias paraguassuensis	1	?	1	?	1	0
Cynolebias griseus	1	?	1	?	1	0
Cynolebias leptocephalus	1	?	1	?	1	0
Cynolebias parnaibensis	?	?	?	?	?	?
Cynolebias porosus	1	?	1	?	1	0
Cynolebias gibbus	1	?	1	?	1	0
Cynolebias vazabarrisensis	1	?	1	?	1	0
Cynolebias attenuatus	1	?	1	?	1	0
Prorivulus auriferus	1	?	1	?	1	0
Millerichthys robustus	1	?	1	?	1	0
Notholebias cruzi	1	?	1	?	1	0
Notholebias fractifasciatus	1	?	1	?	1	0
Notholebias minimus	1	?	1	?	1	0
Notholebias vermiculatus	1	?	1	?	1	0
Aphyosemion georgiae	1	?	2	?	1	0
Aplocheilus sp. AC-2011	?	?	?	?	?	?
Aplocheilus parvus	1	?	2	?	1	0
Aplocheilus blockii	1	?	2	?	1	0
Aplocheilus panchax	1	?	2	?	1	0
Aplocheilus lineatus	1	?	2	?	1	0
Aplocheilus kirchmayeri	1	?	2	?	1	0
Aplocheilus werneri	1	?	2	?	1	0
Aplocheilus dayi	1	?	2	?	1	0
Aplocheilus sp. MPO102	?	?	?	?	?	?
Pachypanchax sakaramyi	1	?	2	?	1	0
Pachypanchax omanolotus	?	?	?	?	?	?
Pachypanchax playfairii	1	?	2	?	1	0
Pachypanchax varatraza	1	?	2	?	1	0
Pachypanchax sparksorum	1	?	2	?	1	0
Pachypanchax patriciae	1	?	2	?	1	0
Pachypanchax arnoulti	1	?	2	?	1	0
Pachypanchax omalonotus	1	?	2	?	1	0
Belone belone	1	?	1	?	1	0
Belone svetovidovi	1	?	1	?	1	0
Ablennes hians	1	?	1	?	1	0
Strongylura sp. JZ-2011	?	?	?	?	?	?
Strongylura sp. BOLD:AAC4691	?	?	?	?	?	?
Strongylura n. sp. EEEB-2000	?	?	?	?	?	?
Strongylura timucu	1	?	1	?	1	0
Strongylura senegalensis	1	?	1	?	1	0
Strongylura exilis	1	?	1	?	1	0
Strongylura fluviatilis	1	?	1	?	1	0
Strongylura krefftii	1	?	1	?	1	0
Strongylura leiura	1	?	1	?	1	0
Strongylura hubbsi	1	?	1	?	1	0
Strongylura incisa	1	?	1	?	1	0
Strongylura marina	1	1	1	2	1	0
Strongylura scapularis	1	?	1	?	1	0
Strongylura sp. BOLD:AAC1279	?	?	?	?	?	?
Strongylura anastomella	1	?	1	?	1	0
Strongylura notata	1	?	1	?	1	0
Strongylura strongylura	1	?	1	?	1	0
Strongylura sp. BOLD:AAE2157	?	?	?	?	?	?
Strongylura urvillii	1	?	1	?	1	0
Platybelone argala	1	?	1	?	1	0
Platybelone aegulus	?	?	?	?	?	?
Scomberesox saurus	?	?	?	?	?	?
Scomberesox simulans	?	?	?	?	?	?
Tylosurus sp. EEEB-2000	?	?	?	?	?	?
Tylosurus punctulatus	1	?	1	?	1	0
Tylosurus pacificus	1	?	1	?	1	0
Tylosurus acus	1	?	1	?	1	0
Tylosurus crocodilus	1	?	1	?	1	0
Tylosurus gavialoides	1	?	1	?	1	0
Tylosurus crocodilis	?	?	?	?	?	?
Tylosurus choram	1	?	1	?	1	0
Cololabis saira	?	?	?	?	?	?
Cololabis adocetus	?	?	?	?	?	?
Cololabis sp. JZ-2011	?	?	?	?	?	?
Xenentodon cancila	1	?	1	?	1	0
Xenentodon canciloides	1	?	1	?	1	0
Xenentodon sp. 12S249	?	?	?	?	?	?
Petalichthys capensis	1	?	1	?	1	0
Potamorrhaphis eigenmanni	1	?	1	?	1	0
Potamorrhaphis guianensis	1	?	1	?	1	0
Potamorrhaphis petersi	1	?	1	?	1	0
Belonion dibranchodon	1	?	1	?	1	0
Belonion apodion	1	0	1	0	0	0
Pseudotylosurus microps	1	?	1	?	1	0
Pseudotylosurus angusticeps	1	?	1	?	1	0
Dermogenys pusilla	?	?	?	?	?	?
Dermogenys collettei	?	?	?	?	?	?
Dermogenys robertsi	?	?	?	?	?	?
Dermogenys vogti	?	?	?	?	?	?
Dermogenys burmanica	?	?	?	?	?	?
Dermogenys palawanensis	?	?	?	?	?	?
Dermogenys brachynotopterus	?	?	?	?	?	?
Dermogenys bispina	?	?	?	?	?	?
Dermogenys bruneiensis	?	?	?	?	?	?
Dermogenys montana	?	?	?	?	?	?
Dermogenys siamensis	?	?	?	?	?	?
Dermogenys sumatrana	?	?	?	?	?	?
Dermogenys orientalis	?	?	?	?	?	?
Dermogenys sp. MDB-2013	?	?	?	?	?	?
Hemirhamphodon pogonognathus	?	?	?	?	?	?
Hemirhamphodon phaiosoma	?	?	?	?	?	?
Hemirhamphodon kuekenthali	?	?	?	?	?	?
Hemirhamphodon tengah	?	?	?	?	?	?
Hemirhamphodon chrysopunctatus	?	?	?	?	?	?
Hemirhamphodon kapuasensis	?	?	?	?	?	?
Hemirhamphodon sp. MDB-2013	?	?	?	?	?	?
Hemirhamphodon byssus	?	?	?	?	?	?
Nomorhamphus weberi	?	?	?	?	?	?
Nomorhamphus ravnaki	?	?	?	?	?	?
Nomorhamphus philippina	?	?	?	?	?	?
Nomorhamphus kolonodalensis	?	?	?	?	?	?
Nomorhamphus hageni	?	?	?	?	?	?
Nomorhamphus pinnimaculata	?	?	?	?	?	?
Nomorhamphus manifesta	?	?	?	?	?	?
Nomorhamphus vivipara	?	?	?	?	?	?
Nomorhamphus celebensis	?	?	?	?	?	?
Nomorhamphus sanussii	?	?	?	?	?	?
Nomorhamphus towoetii	?	?	?	?	?	?
Nomorhamphus liemi	?	?	?	?	?	?
Nomorhamphus pectoralis	?	?	?	?	?	?
Nomorhamphus ebrardtii	?	?	?	?	?	?
Nomorhamphus bakeri	?	?	?	?	?	?
Nomorhamphus brembachi	?	?	?	?	?	?
Nomorhamphus megarrhamphus	?	?	?	?	?	?
Nomorhamphus rossi	?	?	?	?	?	?
Nomorhamphus australis	?	?	?	?	?	?
Nomorhamphus sp. MDB-2013	?	?	?	?	?	?
Zenarchopterus philippinus	?	?	?	?	?	?
Zenarchopterus sp. CU-77844	?	?	?	?	?	?
Zenarchopterus buffonis	?	?	?	?	?	?
Zenarchopterus novaeguineae	?	?	?	?	?	?
Zenarchopterus dux	?	?	?	?	?	?
Zenarchopterus alleni	?	?	?	?	?	?
Zenarchopterus ectuntio	?	?	?	?	?	?
Zenarchopterus striga	?	?	?	?	?	?
Zenarchopterus gilli	?	?	?	?	?	?
Zenarchopterus caudovittatus	?	?	?	?	?	?
Zenarchopterus cotnog	?	?	?	?	?	?
Zenarchopterus robertsi	?	?	?	?	?	?
Zenarchopterus dispar	?	?	?	?	?	?
Zenarchopterus kampeni	?	?	?	?	?	?
Zenarchopterus ornithocephala	?	?	?	?	?	?
Zenarchopterus pappenheimi	?	?	?	?	?	?
Zenarchopterus rasori	?	?	?	?	?	?
Zenarchopterus clarus	?	?	?	?	?	?
Zenarchopterus xiphophorus	?	?	?	?	?	?
Zenarchopterus quadrimaculatus	?	?	?	?	?	?
Zenarchopterus sp. MDB-2013	?	?	?	?	?	?
Zenarchopterus dunckeri	?	?	?	?	?	?
Zenarchopterus beauforti	?	?	?	?	?	?
Zenarchopterus sp. ZCY-JLS-1	?	?	?	?	?	?
Zenarchopterus sp. ZCY-JLS-2	?	?	?	?	?	?
Tondanichthys kottelati	?	?	?	?	?	?
Hyporhamphus regularis	?	?	?	?	?	?
Hyporhamphus affinis	?	?	?	?	?	?
Hyporhamphus sajori	?	?	?	?	?	?
Hyporhamphus limbatus	?	?	?	?	?	?
Hyporhamphus dussumieri	?	?	?	?	?	?
Hyporhamphus capensis	?	?	?	?	?	?
Hyporhamphus unifasciatus	?	?	?	?	?	?
Hyporhamphus xanthopterus	?	?	?	?	?	?
Hyporhamphus quoyi	?	?	?	?	?	?
Hyporhamphus australis	?	?	?	?	?	?
Hyporhamphus melanochir	?	?	?	?	?	?
Hyporhamphus sindensis	?	?	?	?	?	?
Hyporhamphus melanopterus	?	?	?	?	?	?
Hyporhamphus yuri	?	?	?	?	?	?
Hyporhamphus naos	?	?	?	?	?	?
Hyporhamphus snyderi	?	?	?	?	?	?
Hyporhamphus meeki	?	?	?	?	?	?
Hyporhamphus paucirastris	?	?	?	?	?	?
Hyporhamphus gamberur	?	?	?	?	?	?
Hyporhamphus collettei	?	?	?	?	?	?
Hyporhamphus balinensis	?	?	?	?	?	?
Hyporhamphus mexicanus	?	?	?	?	?	?
Hyporhamphus neglectissimus	?	?	?	?	?	?
Hyporhamphus taiwanensis	?	?	?	?	?	?
Hyporhamphus gilli	?	?	?	?	?	?
Hyporhamphus gernaerti	?	?	?	?	?	?
Hyporhamphus intermedius	?	?	?	?	?	?
Hyporhamphus brederi	?	?	?	?	?	?
Hyporhamphus improvisus	?	?	?	?	?	?
Hyporhamphus neglectus	?	?	?	?	?	?
Hyporhamphus rosae	?	?	?	?	?	?
Hyporhamphus unicuspis	?	?	?	?	?	?
Hyporhamphus picarti	?	?	?	?	?	?
Hyporhamphus ihi	?	?	?	?	?	?
Hyporhamphus kronei	?	?	?	?	?	?
Hyporhamphus erythrorinchus	?	?	?	?	?	?
Hyporhamphus roberti	?	?	?	?	?	?
Hyporhamphus acutus	?	?	?	?	?	?
Hyporhamphus sp. CCY-GJL-1	?	?	?	?	?	?
Hyporhamphus sp. CCY-GJL-2	?	?	?	?	?	?
Hemiramphus archipelagicus	?	?	?	?	?	?
Hemiramphus saltator	?	?	?	?	?	?
Hemiramphus balao	?	?	?	?	?	?
Hemiramphus brasiliensis	?	?	?	?	?	?
Hemiramphus far	?	?	?	?	?	?
Hemiramphus bermudensis	?	?	?	?	?	?
Hemiramphus robustus	?	?	?	?	?	?
Hemiramphus depauperatus	?	?	?	?	?	?
Hemiramphus lutkei	?	?	?	?	?	?
Hemiramphus convexus	?	?	?	?	?	?
Hemiramphus marginatus	?	?	?	?	?	?
Chriodorus atherinoides	?	?	?	?	?	?
Euleptorhamphus viridis	?	?	?	?	?	?
Euleptorhamphus velox	?	?	?	?	?	?
Oxyporhamphus micropterus	?	?	?	?	?	?
Oxyporhamphus similis	?	?	?	?	?	?
Oxyporhamphus convexus	?	?	?	?	?	?
Rhynchorhamphus georgii	?	?	?	?	?	?
Rhynchorhamphus naga	?	?	?	?	?	?
Rhynchorhamphus malabaricus	?	?	?	?	?	?
Rhynchorhamphus arabicus	?	?	?	?	?	?
Arrhamphus sclerolepis	?	?	?	?	?	?
Melapedalion breve	?	?	?	?	?	?
Prognichthys sealei	?	?	?	?	?	?
Prognichthys gibbifrons	?	?	?	?	?	?
Prognichthys glaphyrae	?	?	?	?	?	?
Prognichthys occidentalis	?	?	?	?	?	?
Prognichthys tringa	?	?	?	?	?	?
Prognichthys brevipinnis	?	?	?	?	?	?
Cheilopogon pitcairnensis	?	?	?	?	?	?
Cheilopogon unicolor	?	?	?	?	?	?
Cheilopogon agoo	?	?	?	?	?	?
Cheilopogon xenopterus	?	?	?	?	?	?
Cheilopogon exsiliens	?	?	?	?	?	?
Cheilopogon abei	?	?	?	?	?	?
Cheilopogon furcatus	?	?	?	?	?	?
Cheilopogon melanurus	?	?	?	?	?	?
Cheilopogon spilonotopterus	?	?	?	?	?	?
Cheilopogon nigricans	?	?	?	?	?	?
Cheilopogon altipennis	?	?	?	?	?	?
Cheilopogon atrisignis	?	?	?	?	?	?
Cheilopogon heterurus	?	?	?	?	?	?
Cheilopogon pinnatibarbatus	?	?	?	?	?	?
Cheilopogon doederleinii	?	?	?	?	?	?
Cheilopogon antoncichi	?	?	?	?	?	?
Cheilopogon dorsomacula	?	?	?	?	?	?
Cheilopogon cyanopterus	?	?	?	?	?	?
Cheilopogon hubbsi	?	?	?	?	?	?
Cheilopogon ventralis	?	?	?	?	?	?
Cheilopogon intermedius	?	?	?	?	?	?
Cheilopogon spilopterus	?	?	?	?	?	?
Cheilopogon olgae	?	?	?	?	?	?
Cheilopogon milleri	?	?	?	?	?	?
Cheilopogon suttoni	?	?	?	?	?	?
Cheilopogon rapanouiensis	?	?	?	?	?	?
Cheilopogon katoptron	?	?	?	?	?	?
Cheilopogon arcticeps	?	?	?	?	?	?
Cheilopogon papilio	?	?	?	?	?	?
Cheilopogon simus	?	?	?	?	?	?
Cheilopogon sp. ASIZP0078768	?	?	?	?	?	?
Cheilopogon sp. ASIZP0078769	?	?	?	?	?	?
Cypselurus angusticeps	?	?	?	?	?	?
Cypselurus hexazona	?	?	?	?	?	?
Cypselurus callopterus	?	?	?	?	?	?
Cypselurus hiraii	?	?	?	?	?	?
Cypselurus poecilopterus	?	?	?	?	?	?
Cypselurus naresii	?	?	?	?	?	?
Cypselurus opisthopus	?	?	?	?	?	?
Cypselurus oligolepis	?	?	?	?	?	?
Cypselurus comatus	?	?	?	?	?	?
Cypselurus starksi	?	?	?	?	?	?
Exocoetus peruvianus	?	?	?	?	?	?
Exocoetus obtusirostris	?	?	?	?	?	?
Exocetus sp. KM-1999	?	?	?	?	?	?
Exocoetus volitans	?	?	?	?	?	?
Exocoetus monocirrhus	?	?	?	?	?	?
Exocoetus gibbosus	?	?	?	?	?	?
Hirundichthys oxycephalus	?	?	?	?	?	?
Hirundichthys rondeletii	?	?	?	?	?	?
Hirundichthys volador	?	?	?	?	?	?
Hirundichthys albimaculatus	?	?	?	?	?	?
Hirundichthys marginatus	?	?	?	?	?	?
Hirundichthys affinis	?	?	?	?	?	?
Hirundichthys speculiger	?	?	?	?	?	?
Hirundichthys socotranus	?	?	?	?	?	?
Hirundichthys ilma	?	?	?	?	?	?
Hirundichthys coromandelensis	?	?	?	?	?	?
Hirundichthys indicus	?	?	?	?	?	?
Fodiator acutus	?	?	?	?	?	?
Fodiator rostratus	?	?	?	?	?	?
Parexocoetus hillianus	?	?	?	?	?	?
Parexocoetus brachypterus	?	?	?	?	?	?
Parexocoetus mento	?	?	?	?	?	?
Oryzias profundicola	1	1	2	2	0	0
Oryzias hubbsi	1	1	2	2	0	0
Oryzias minutillus	1	1	2	2	0	0
Oryzias melastigma	?	?	?	?	?	?
Oryzias cf. nigrimas AWN-2012	?	?	?	?	?	?
Oryzias mekongensis	1	1	2	2	0	0
Oryzias marmoratus	1	1	2	2	0	0
Oryzias celebensis	1	1	2	2	0	0
Oryzias carnaticus	1	1	2	2	0	0
Oryzias curvinotus	1	1	2	2	0	0
Oryzias luzonensis	1	1	2	2	0	0
Oryzias sarasinorum	1	1	2	2	0	0
Oryzias wolasi	?	?	?	?	?	?
Oryzias woworae	?	?	?	?	?	?
Oryzias cf. woworae AWN-2012	?	?	?	?	?	?
Oryzias dancena	1	1	2	2	0	0
Oryzias asinua	?	?	?	?	?	?
Oryzias javanicus	1	1	2	2	0	0
Oryzias nigrimas	1	1	2	2	0	0
Oryzias latipes	1	1	2	2	0	0
Oryzias sinensis	1	1	2	2	0	0
Oryzias matanensis	1	1	2	2	0	0
Oryzias eversi	?	?	?	?	?	?
Oryzias hadiatyae	?	?	?	?	?	?
Oryzias nebulosus	1	1	2	2	0	0
Oryzias orthognathus	1	1	2	2	0	0
Oryzias pectoralis	1	1	2	2	0	0
Oryzias timorensis	1	1	2	2	0	0
Oryzias songkhramensis	?	?	?	?	?	?
Oryzias uwai	1	1	2	2	0	0
Oryzias bonneorum	1	1	2	2	0	0
Oryzias haugiangensis	1	1	2	2	0	0
Oryzias setnai	1	1	2	2	0	0
Oryzias sp. DP-2013	?	?	?	?	?	?
Oryzias sakaizumii	?	?	?	?	?	?
Oryzias sp. Doping-2013	?	?	?	?	?	?
Oryzias soerotoi	?	?	?	?	?	?
Oryzias sp. CBM:ZF:16173	?	?	?	?	?	?
Oryzias sp. CBM:ZF:16179	?	?	?	?	?	?
Oryzias sp. SDNCU-A2752	?	?	?	?	?	?
Oryzias sp. SDNCU-A2753	?	?	?	?	?	?
Oryzias sp. SDNCU-A2757	?	?	?	?	?	?
Oryzias sp. SDNCU-A2786	?	?	?	?	?	?
Oryzias sp. SDNCU-A2810	?	?	?	?	?	?
Adrianichthys cf. oophorus AWN-2012	?	?	?	?	?	?
Adrianichthys oophorus	1	1	2	2	0	0
Adrianichthys poptae	1	1	2	2	0	0
Adrianichthys kruyti	1	1	2	2	0	0
Adrianichthys roseni	1	1	2	2	0	0
Rhadinocentrus ornatus	?	?	?	?	?	?
Melanotaenia sp. 'Suswa'	?	?	?	?	?	?
Melanotaenia sp. 'Rawara'	?	?	?	?	?	?
Melanotaenia sp. YPM 20539	?	?	?	?	?	?
Melanotaenia sp. II1	?	?	?	?	?	?
Melanotaenia sp. I1	?	?	?	?	?	?
Melanotaenia duboulayi	?	?	?	?	?	?
Melanotaenia sp. IR	?	?	?	?	?	?
Melanotaenia sp. FC2	?	?	?	?	?	?
Melanotaenia sp. FC1	?	?	?	?	?	?
Melanotaenia fredericki	?	?	?	?	?	?
Melanotaenia catherinae	?	?	?	?	?	?
Melanotaenia eachamensis	?	?	?	?	?	?
Melanotaenia fluviatilis	?	?	?	?	?	?
Melanotaenia japenensis	?	?	?	?	?	?
Melanotaenia batanta	?	?	?	?	?	?
Melanotaenia ammeri	?	?	?	?	?	?
Melanotaenia rubripinnis	?	?	?	?	?	?
Melanotaenia sp. 'Bindoola'	?	?	?	?	?	?
Melanotaenia caerulea	?	?	?	?	?	?
Melanotaenia sylvatica	?	?	?	?	?	?
Melanotaenia gracilis	?	?	?	?	?	?
Melanotaenia exquisita	?	?	?	?	?	?
Melanotaenia sp. 'Dekai'	?	?	?	?	?	?
Melanotaenia sp. 'Pianfon'	?	?	?	?	?	?
Melanotaenia sexlineata	?	?	?	?	?	?
Melanotaenia synergos	?	?	?	?	?	?
Melanotaenia utcheensis	?	?	?	?	?	?
Melanotaenia salawati	?	?	?	?	?	?
Melanotaenia pierucciae	?	?	?	?	?	?
Melanotaenia pygmaea	?	?	?	?	?	?
Melanotaenia ogilbyi	?	?	?	?	?	?
Melanotaenia nigrans	?	1	?	2	0	0
Melanotaenia sp. 'LIGUDG Mel 1'	?	?	?	?	?	?
Melanotaenia sp. III2	?	?	?	?	?	?
Melanotaenia sp. III1	?	?	?	?	?	?
Melanotaenia affinis	?	?	?	?	?	?
Melanotaenia sp. 'Utchee Creek'	?	?	?	?	?	?
Melanotaenia parva	?	?	?	?	?	?
Melanotaenia papuae	?	?	?	?	?	?
Melanotaenia arfakensis	?	?	?	?	?	?
Melanotaenia angfa	?	?	?	?	?	?
Melanotaenia irianjaya	?	?	?	?	?	?
Melanotaenia boesemani	?	?	?	?	?	?
Melanotaenia kokasensis	?	?	?	?	?	?
Melanotaenia iris	?	?	?	?	?	?
Melanotaenia oktediensis	?	?	?	?	?	?
Melanotaenia misoolensis	?	?	?	?	?	?
Melanotaenia sp. AC-2011	?	?	?	?	?	?
