taxa_name	pectoral_fin	pelvic_fin	pectoral_inferred	pelvic_inferred
Akysis_sp._2_(Chen_1994)	1	?	2	?
Balistes_vetula	?	1	?	1
Nematogenyidae	1	?	2	?
Petulanos_intermedius	?	1	?	2
Cichlasoma_grammodes	?	1	?	2
Schuettea	1	1	1	1
Rhytiodus_argenteofuscus	?	1	?	2
Hemiodus_argenteus	?	1	?	2
Mastacembelus_albomaculatus	1	?	1	?
Pangasiidae	1	?	2	?
Cryptobalistes_brevis	?	1	?	1
Herklotsichthys_punctatus	?	1	?	2
Enchodus_marchesettii	1	1	2	2
Ogcocephalidae	1	?	2	?
Ictiobus_cyprinellus	?	1	?	2
Cephalosilurus_fowleri	1	?	2	?
Champsodontidae	1	?	2	?
Stomias_boa	1	1	1	1
Tharsis	1	?	2	?
Coregonus_sp._(Fink_and_Fink_1981)	1	1	2	1
Balistomorphus_orbiculatus	?	1	?	1
Herichthys_steindachneri	?	1	?	2
Sebastes_owstoni	1	?	2	?
Aulopidae	?	1	?	2
Harpagiferidae	1	?	2	?
Moxostoma_poecilurum	?	1	?	2
Sebastes_vulpes	1	?	2	?
Claroteidae	1	?	2	?
Bathymyrus	1	?	1	?
Gila_crassicauda	1	?	2	?
Varasichthyidae	1	?	2	?
Dactylopteridae	?	1	?	2
Cheilinus_lunulatus	1	1	2	2
Mastacembelus_flavidus	1	?	1	?
Balistomorphus_ovalis	?	1	?	1
Patagonotothen	1	?	2	?
Plagiotremus_tapeinosoma	?	1	?	1
Mastacembelus_tanganicae	1	?	1	?
Arnoglossus_laterna	?	1	?	2
Microglanis_parahybae	1	?	2	?
Mastacembelus_batesii	1	?	1	?
Acinocheirodon_melanogramma	?	1	?	2
Thorichthys_meeki	?	1	?	2
Assiculus	1	1	1	1
Parachromis_dovii	?	1	?	2
Pseudochromis	1	1	1	1
Acanthopleurus_trispinosus	?	1	?	1
Triglidae	1	?	1	?
Herichthys_cyanoguttatus	?	1	?	2
Acanthopleurus_collettei	?	1	?	1
Parachromis_managuensis	?	1	?	2
Triacanthus_biaculeatus	?	1	?	1
Moxostoma_ariommum	?	1	?	2
Cichla_ocellaris	?	1	?	2
Pinguipedidae	1	?	2	?
Acanthuridae	1	1	1	1
Mastacembelus_loennbergii	1	?	1	?
Luxilus_cornutus	1	?	2	?
Bolcabalistes_varii	?	1	?	1
Mastacembelus_frenatus	1	?	1	?
Mastacembelus_cunningtoni	1	?	1	?
Mastacembelus_brichardi	1	?	1	?
Bleekeria	?	1	?	1
Pectinochromis_lubbocki	1	1	1	1
Mastacembelus_ellipsifer	1	?	1	?
Adelosebastes_latens	1	?	2	?
Lacantuniidae	1	?	2	?
Cichlasoma_trimaculatum	?	1	?	2
Pseudoplesiops	1	1	1	1
Parachromis_friedrichsthalii	?	1	?	2
Ariosoma	1	?	1	?
Mastacembelus_flavomarginatus	1	?	1	?
Simenchelys_parasitica	1	?	1	?
Cryptoheros_spilurus	?	1	?	2
Eoplectus_bloti	?	1	?	1
Plagiotremus	1	?	1	?
Derepodichthys	?	1	?	1
Cichlasoma_facetum	?	1	?	2
Oligobalistes_robustus	?	1	?	1
Mastacembelus_stappersii	1	?	1	?
Protriacanthus_gortanii	?	1	?	1
Balistapus_undulatus	?	1	?	1
Plagiotremus_townsendi	?	1	?	1
Plagiotremus_rhinorhynchos	?	1	?	1
Paraconger	1	?	1	?
Chiloconger	1	?	1	?
