taxa_name	pectoral_fin	pelvic_fin	pectoral_inferred	pelvic_inferred
Phractura_sp._(de_Pinna_1993)	?	1	?	2
Pagetopsis_maculatus	1	1	2	2
Cochlefelis_spatula	1	1	2	2
Notacanthus_bonaparte	?	1	?	1
Oreosoma_atlanticum	1	1	2	2
Champsocephalus_gunnari	1	1	2	2
Paraplotosus_albilabris	?	1	?	2
Mystus_gulio	1	1	2	2
Netuma_thalassina	1	1	2	2
Boraras_micros	1	?	2	?
Synodontis_gambiensis	1	1	2	2
Phractura_tenuicauda	?	1	?	2
Pseudobunocephalus_amazonicus	1	?	2	?
Phenacorhamdia_sp._C_(Bockmann_1998)	1	1	2	2
Euristhmus_lepturus	?	1	?	2
Pimelodella_sp._A_(Bockmann_1998)	1	1	2	2
Bunocephalus_colombianus	1	?	2	?
Bagrichthys_micranodus	1	1	2	2
Austroglanis_gilli	1	1	2	2
Cryodraco_antarcticus	1	1	2	2
Roeboides_myersii	1	?	2	?
Hoplomyzon_cf._papillatus_(Friel_1994)	1	?	2	?
Glyptothorax_sp._(Friel_1994)	1	?	2	?
Hemibagrus_peguensis	1	1	2	2
Thrissops_cf._T._subovatus_(Arratia_1999)	1	1	2	2
Platyallabes_tihoni	?	1	?	2
Acestrorhynchus_lacustris	1	1	2	2
Dacodraco_hunteri	1	1	2	2
Leptolepis_coryphaenoides	1	1	2	1
Bunocephalus_amaurus	1	?	2	?
Bunocephalus_knerii	1	?	2	?
Netuma_proxima	1	1	2	2
Propimelodus_sp._(Mo_1991)	1	1	2	2
Hoplocharax	1	?	2	?
Doras_carinatus	1	1	2	2
Genidens_planifrons	1	1	2	2
Acestrorhynchus_heterolepis	1	1	2	2
Chiloglanis_sp._D_(Vigliotta_(2008)	1	1	2	2
Paramphilius_trichomycteroides	?	1	?	2
Bunocephalus_n._sp._2_(Friel_1994)	1	?	2	?
Bunocephalus_n._sp._1_(Friel_1994)	1	?	2	?
Synodontis_angelica	1	1	2	2
Erethistoides_montana	1	1	2	2
Champsocephalus_esox	?	1	?	2
Bunocephalus_n._sp._4_(Friel_1994)	1	?	2	?
Cyttus_novaezealandiae	1	1	2	1
Epapterus_blohmi	1	1	2	2
Pimelodella_sp._n._(Bockmann_1998)	1	1	2	2
Acestrorhynchus_falcirostris	1	1	2	2
Leiarius_pictus	?	1	?	2
Horaglanis_krishnai	?	1	?	2
Pseudobunocephalus_lundbergi	1	?	2	?
Bunocephalus_larai	1	?	2	?
Parauchenoglanis_punctatus	1	1	2	2
Charax_gibbosus	1	?	2	?
Fundulidae	1	?	2	?
Parapimelodus_valenciennis	?	1	?	2
Denticetopsis_praecox	1	1	2	2
Percopsis_omiscomaycus	?	1	?	2
Pseudoplatystoma_fasciatum	?	1	?	2
Bagrichthys_sp._2_(de_Pinna_1993)	?	1	?	2
Hemibagrus_baramensis	1	1	2	2
Ernstichthys_megistus	1	?	2	?
Acanthicus_hystrix	1	1	2	2
Anadoras_grypus	1	1	2	2
Pseudocyttus_maculatus	1	1	2	2
Coreobagrus_brevicorpus	1	1	2	2
Pseudobagrus_emarginatus	1	1	2	2
Pseudobagrus_taphraphilus	1	1	2	2
Amarginops_hildae	1	1	2	2
Clupeocharax_schoutedeni	1	1	2	2
Oryzias_timorensis	1	1	2	2
Liobagrus_mediadiposalis	1	?	2	?
Chalceus_macrolepidotus	1	1	2	1
Hydrolycus_tatauaia	1	1	2	2
Amphilius_rheophilus	?	1	?	2
Clupisoma_prateri	?	1	?	2
Leiocassis_similis	1	1	2	2
Bunocephalus_n._sp._3_(Friel_1994)	1	?	2	?
Ompok_leiacanthus	1	1	2	2
Pungitius_pungitius	1	1	2	2
Trachelyopterus_coriaceus	1	1	2	2
Plotosus_lineatus	?	1	?	2
Leptoglanis_sp._(de_Pinna_1993)	?	1	?	2
Halecomorphi	1	1	2	2
Alepisaurus_ferox	1	1	2	2
Synodus_synodus	1	1	2	2
Xyliphius_cf._melanopterus_(Friel_1994)	1	?	2	?
Ketengus_typus	1	1	2	2
Cathorops_hypophthalmus	1	1	2	2
Olivaichthys_viedmensis	1	?	2	?
Pseudobunocephalus_cf._bifidus_(Friel_1994)	1	?	2	?
Mystus_cavasius	1	1	2	2
Cetopsis_candiru	1	1	2	2
Tatia_creutzbergi	1	1	2	2
Loricaria_sp._(Friel_1994)	1	?	2	?
Hoplostethus_mediterraneus	1	1	2	2
Zacco_platypus	1	1	2	2
Acanthocharax_microlepis	1	?	2	?
Pylodictis_olivaris	1	1	2	2
Neoarius_latirostris	?	1	?	2
Aspredinichthys_filamentosus	1	?	2	?
Magnisudis_atlantica	1	1	2	2
Plectocretacicus_clarae	1	1	2	1
Clarias_ngamensis	?	1	?	2
Xenurobrycon_macropus	?	1	?	2
Paracetopsis_bleekeri	1	1	2	2
Ameiurus_natalis	1	1	2	2
Erethistes_sp._(de_Pinna_1993)	?	1	?	2
Brachyglanis_magoi	?	1	?	2
Bunocephalus_doriae	1	?	2	?
Clariallabes_melas	?	1	?	2
Amissidens_hainesi	1	1	2	2
Hoplosternum_magdalenae	1	?	2	?
Ameiurus_sp._(de_Pinna_1993)	?	1	?	2
Astroblepus_sp._(Fink_and_Fink_1981)	1	1	2	1
Clarias_laeviceps	?	1	?	2
Percopsis	?	1	?	2
Imparfinis_sp._A_(Bockmann_1998)	1	1	2	2
Poeciliidae	1	?	2	?
Xiurenbagrus_xiurenensis	1	?	2	?
Pseudolaguvia_ribeiroi	1	1	2	2
Sargocentron_tiere	?	1	?	2
Pseudobagrus_medianalis	1	1	2	2
Liobagrus_anguillicauda	1	1	2	2
Polymixia	?	1	?	2
Clarias_buettikoferi	?	1	?	2
Synodontis_brichardi	?	1	?	2
Paralichthyidae	1	?	2	?
Siganus_luridus	1	1	2	2
Hydrolycus_armatus	1	1	2	2
Neosilurus_hyrtlii	?	1	?	2
Brachyrhamdia_marthae	1	1	2	2
Plicofollis_argyropleuron	1	1	2	2
Brachyplatystoma_rousseauxii	?	1	?	2
Noturus_gyrinus	?	1	?	2
Bathybagrus_graueri	1	1	2	2
Auchenipterus_sp._(cuyuni)_(Royero_1999)	1	1	2	2
Chrysichthys_delhezi	1	1	2	2
Nedystoma_novaeguineae	1	1	2	2
Oryzias_setnai	1	1	2	2
Cryptarius_truncatus	1	1	2	2
Imparfinis_sp._cf._minutus_(Bockman_1998)	1	1	2	2
Phenacorhamdia_sp._D_(Bockmann_1998)	1	1	2	2
Neoarius_graeffei	1	1	2	2
Eutropiichthys_vacha	1	1	2	2
Silurichthys_indragiriensis	?	1	?	2
Rhamdella_longiuscula	1	1	2	2
Eutropius_sp._(de_Pinna_1993)	?	1	?	2
Tyttocharax_sp._B_(Weitzman_and_Fink_1985)	?	1	?	2
Centromochlus_heckelii	1	1	2	2
Plicofollis_polystaphylodon	1	1	2	2
Hemiarius_dioctes	1	1	2	2
Lophiosilurus_alexandri	1	?	2	?
Pseudopimelodus_sp._(Friel_1994)	1	?	2	?
Cnidoglanis_macrocephalus	?	1	?	2
Cetopsorhamdia_sp._n._B_(Bockmann_1998)	1	1	2	2
Clarias_theodorae	?	1	?	2
Pterobunocephalus_sp._(Friel_1994)	1	?	2	?
Ictalurus_meridionalis	?	1	?	2
Cinetodus_carinatus	1	1	2	2
Coreobagrus_ichikawai	1	1	2	2
Hemiarius_stormii	1	1	2	2
Platystacus_cotylephorus	1	?	2	?
Batrochoglanis_raninus	1	1	2	2
Leiarius_marmoratus	?	1	?	2
Bothidae	1	1	1	1
Stephanoberyx	?	1	?	2
Mystus_elongatus	1	1	2	2
Pterobunocephalus_depressus	1	?	2	?
Pangasianodon_hypophthalmus	1	1	2	2
Schilbe_grenfelli	?	1	?	2
Iheringichthys_labrosus	1	1	2	2
Brachyplatystoma_juruense	?	1	?	2
Ancharius_fuscus	?	1	?	2
Cathorops_melanopus	?	1	?	2
Ameiurus_melas	1	1	2	2
Denticetopsis_macilenta	1	1	2	2
Batrachocephalus_mino	1	1	2	2
Chasmocranus_sp._(de_Pinna_1993)	?	1	?	2
Neoarius_midgleyi	1	1	2	2
Genus_11_sp._(Bockmann_1998)	1	1	2	2
Roeboides_sp._A_(Lucena_and_Menezes_1998)	1	?	2	?
Gagata_cenia	1	?	2	?
Auchenipterus_nuchalis	1	1	2	2
Tyttocharax_sp._(Burns_et_al_1995)	?	1	?	2
Glyptothorax_sinensis	1	1	2	2
Leptoglanis_xenognathus	?	1	?	2
Nemapteryx_augusta	1	1	2	2
Ompok_sp._(de_Pinna_1993)	?	1	?	2
Synodus_variegatus	1	1	2	2
Ictalurus_furcatus	1	1	2	2
Guiritinga_barbus	1	1	2	2
Ompok_miostoma	1	1	2	2
Bryconamericus_iheringii	1	?	2	?
Pseudauchenipterus_jequitinhonhae	1	1	2	2
Phreatobius_sp._2_(de_Pinna_1993)	?	1	?	2
Loricariichthys_brunneus	1	1	2	2
Pimelodella_macturki	?	1	?	2
Cinetodus_conorhynchus	1	1	2	2
Parailia_congica	?	1	?	2
Bathydraconidae	1	1	2	2
Chasmocranus_rosae	?	1	?	2
Cretatriacanthus_guidottii	1	1	2	1
Notropis_procne	1	1	2	2
Trichomycterus_albinotatus	1	?	2	?
Paracetopsis_esmeraldas	1	1	2	2
Psettodes	1	1	2	2
Danio_rerio	1	1	2	2
Hypostomus_cochliodon	1	1	2	2
Panaque_nigrolineatus	1	1	2	2
Nemuroglanis_mariai	1	1	2	2
Hypostomus_plecostomoides	1	1	2	2
Trachelyopterus_fisheri	?	1	?	2
Gephyrocharax_major	?	1	?	2
Gerlachea_australis	1	?	2	?
Imparfinis_stictonotus	1	1	2	2
Gephyrocharax_sinuensis	?	1	?	2
Gila	1	?	2	?
Notropis_ozarcanus	1	1	2	2
Moxostoma_macrolepidotum	?	1	?	2
Pareiorhina_sp._(Britto_2003)	1	?	2	?
Platanichthys_platana	?	1	?	1
Acrocheilus_alutaceus	1	1	2	2
Phenacobrycon_henni	?	1	?	2
Isbrueckerichthys_duseni	1	1	2	2
Sturisoma_festivum	1	1	2	2
Lasiancistrus_guacharote	1	1	2	2
Cryothenia	1	?	2	?
Enchodus_brevis	1	1	2	2
Characiformes	1	1	2	1
Notropis_boops	1	1	2	2
Notropis_edwardraneyi	1	1	2	2
Corydoras_ellisae	1	?	2	?
Brycon_pesu	1	1	2	2
Pterygoplichthys_etentaculatus	1	1	2	2
Botia_dayi	1	1	2	2
Paralichthys_squamilentus	?	1	?	2
Phoxinus_phoxinus	1	1	2	2
Acrobrycon_ipanquianus	?	1	?	2
Hypostomus_emarginatus_2_(Armbruster_2004)	1	1	2	2
Carassius_auratus	?	1	?	2
Saccodon_wagneri	1	1	2	1
Hypancistrus_zebra	1	1	2	2
Brachyglanis_frenatus	1	1	2	2
Oligancistrus_punctatissimus	1	1	2	2
Dolichancistrus_atratoensis	1	1	2	2
Pterygoplichthys_sp._(Schaefer_1987)	1	1	2	2
Anchoviella_brevirostris	?	1	?	1
Lonchogenys_ilisha	1	?	2	?
Plagiotremus_ewaensis	?	1	?	1
Cetopsis_baudoensis	1	1	2	2
Nemuroglanis_lanceolatus	1	1	2	2
Cyprinodon_variegatus	1	?	2	?
Ageneiosus_sp._(de_Pinna_1993)	?	1	?	2
Micralestes_acutidens	1	1	2	2
Hemiancistrus_sp._(Armbruster_2004)	1	1	2	2
Ictiobus_niger	1	1	2	1
Centromochlus_n._sp._(Royero_1999)	1	1	2	2
Olyra_burmanica	1	1	2	2
Notropis_imeldae	1	1	2	2
Acestrorhynchus_altus	1	?	2	?
Dolichancistrus_pediculatus	1	1	2	2
Anchovia_clupeoides	?	1	?	1
Oxycheilinus_digrammus	1	1	2	2
Hisonotus_laevior	1	?	2	?
Rhamdiopsis_microcephala	1	1	2	2
Rocio_octofasciata	?	1	?	2
Hypancistrus_inspector	1	1	2	2
Psednos_groenlandicus	1	?	2	?
Micralestes_sp._(Zanata_and_Vari_2005)	1	1	2	2
Brycinus_lateralis	1	1	2	2
Corydoras_maculifer	1	?	2	?
Pterengraulis_atherinoides	?	1	?	1
Copionodon_pecten	1	?	2	?
Piaractus_mesopotamicus	1	1	2	2
Holocentrus	?	1	?	2
Catostomus_rimiculus	?	1	?	2
Ixinandria_montebelloi	1	1	2	2
Myoglanis_potaroensis	1	1	2	2
Imparfinis_hollandi	1	1	2	2
Liosomadoras_oncinus	1	1	2	2
Ameiurus_serracanthus	1	1	2	2
Pterygoplichthys_gibbiceps	1	1	2	2
Cetopsis_arcana	1	1	2	2
Imparfinis_mirini	1	1	2	2
Microlepidogaster_sp._(Britto_2003)	1	?	2	?
Brevoortia_tyrannus	1	1	2	1
Sturisomatichthys_citurensis	1	1	2	2
Imparfinis_borodini	1	1	2	2
Umbra_pygmaea	?	1	?	2
Pterobrycon_landoni	?	1	?	2
Akysis_sp._2_(de_Pinna_1996)	1	?	2	?
Platydoras_sp._(Royero_1999)	1	1	2	2
Astroblepus_longifilis	1	1	2	2
Hemitremia_flammea	1	1	2	2
Hypoptopoma_sp._(Armbruster_2004)	1	1	2	2
Notropis_boucardi	?	1	?	2
Trachelyopterichthys_taeniatus	1	1	2	2
Bovichtidae	1	?	2	?
Pseudancistrus_brevispinis	1	1	2	2
Ictalurus_lupus	1	1	2	2
Tetranematichthys_n._sp._(Royero_1999)	1	1	2	2
Tautogolabrus	1	1	2	2
Rhamdiopsis_sp._n._A_(Bockmann_1998)	1	1	2	2
Catostomus_columbianus	?	1	?	2
Trichomycterus_reinhardti	1	?	2	?
Hisonotus_candombe	1	1	2	2
Astroblepus_whymperi	1	1	2	2
Esox_masquinongy	?	1	?	2
Cyprinella_trichroistia	1	1	2	2
Tocantinsia_piresi	1	1	2	2
Paradistichodus_dimidiatus	1	1	2	1
Rhinelepis_aspera	1	1	2	2
Pseudocorynopoma_doriae	?	1	?	2
Ancistrus_cirrhosus	1	1	2	2
Corydoras_vittatus	1	?	2	?
Hybopsis_hypsinotus	1	1	2	2
Chaetostoma_stannii	1	1	2	2
Brachyglanis_nocturnus	1	1	2	2
Phenacogrammus_altus	1	1	2	1
Duboisialestes_tumbensis	1	1	2	2
Macrhybopsis_gelida	1	1	2	2
Balistomorphus_spinosus	?	1	?	1
Astroblepus_chotae	1	1	2	2
Hemiodus_semitaeniatus	1	1	2	1
Dekeyseria_scaphirhyncha	1	1	2	2
Baryancistrus_niveatus	1	1	2	2
Arnoldichthys_spilopterus	1	1	2	2
Panaqolus_maccus	1	1	2	2
Cyclocheilichthys_armatus	?	1	?	2
Denticetopsis_sauli	1	1	2	2
Astroblepus_sp._(Armbruster_2004)	1	1	2	2
Hypostomus_bolivianus	1	1	2	2
Hemipsilichthys_gobio	1	1	2	2
Brycinus_imberi	1	1	2	2
Acestrorhynchus_britskii	1	?	2	?
Peckoltia_ucayalensis	1	1	2	2
Pseudotrematomus_hansoni	1	?	2	?
Oregonichthys_crameri	1	1	2	2
Alestes_dentex	1	1	2	2
Cyprinella_galactura	1	1	2	2
Micralestes_pabrensis	1	1	2	2
Chrysobrycon_myersi	?	1	?	2
Bunocephalus_sp._1_(Chen_1994)	1	?	2	?
Brycon_guatemalensis	1	1	2	2
Brycinus_sadleri	1	1	2	2
Notropis_petersoni	1	1	2	2
Hypomasticus_despaxi	1	1	2	1
Hemiancistrus_megacephalus	1	1	2	2
Nemuroglanis_panamensis	1	1	2	2
Gilchristella_aestuaria	?	1	?	1
Micralestes_cf._elongatus_(Zanata_and_Vari_2005)	1	1	2	2
Auchenipterus_sp._(de_Pinna_1993)	?	1	?	2
Cetopsorhamdia_molinae	1	1	2	2
Alosa_pseudoharengus	1	1	2	1
Hypostomus_sp._(Britto_2003)	1	?	2	?
Plagopterus_argentissimus	1	1	2	2
Notropis_leuciodus	1	1	2	2
Kronichthys_sp._2_(Armbruster_2004)	1	1	2	2
Brycinus_macrolepidotus	1	1	2	1
Pellona_harroweri	?	1	?	1
Cranoglanididae	1	?	2	?
Pseudauchenipterus_affinis	1	?	2	?
Hypostomus_hemicochliodon	1	1	2	2
Scorpiodoras_heckelii	1	1	2	2
Pareiorhaphis_bahianus	1	1	2	2
Brycinus_intermedius	1	1	2	2
Nocomis_micropogon	1	1	2	2
Dekeyseria_niveata	1	1	2	2
Ictalurus_dugesii	1	1	2	2
Ancistrus_sp._(Armbruster_2004)	1	1	2	2
Denticetopsis_seducta	1	1	2	2
Kronichthys_sp._(Schaefer_1987)	1	1	2	2
Gasterosteus_wheatlandi	1	1	2	2
Clinostomus_elongatus	1	1	2	2
Characidium_cf._zebra_(Buckup_1998)	1	1	2	2
Parancistrus_aurantiacus	1	1	2	2
Genus_2_sp._A_(Bockmann_1998)	1	1	2	2
Chasmocranus_chimantanus	1	1	2	2
Peckoltia_sp._big_spot_(Armbruster_2004)	1	1	2	2
Chaetostoma_pearsei	1	1	2	2
Gobionotothen_gibberifrons	1	?	2	?
Glanidium_ribeiroi	1	?	2	?
Cordylancistrus_torbesensis	1	1	2	2
Cetopsorhamdia_iheringi	1	1	2	2
Imparfinis_microps	1	1	2	2
Astyanax_parahybae	1	1	2	2
Ictiobus_bubalus	?	1	?	2
Bunocephalus_sp._(de_Pinna_1996)	1	?	2	?
Bathyaethiops_caudomaculatus	1	1	2	2
Pterygoplichthys_zuliaensis	1	1	2	2
Opisthonema_oglinum	?	1	?	1
Prochilodus_vimboides	1	1	2	1
Leptorhamdia_marmorata	1	1	2	2
Auchenipterichthys_longimanus	1	1	2	2
Citharinus_gibbosus	1	1	2	1
Notropis_bifrenatus	1	1	2	2
Otocinclus_vestitus	1	1	2	2
Brycinus_carolinae	1	1	2	2
Horiomyzon_retropinnatus	1	1	2	2
Lamontichthys_llanero	1	1	2	2
Corymbophanes_andersoni	1	1	2	2
Pimelodus_ornatus	1	1	2	2
Heptapterus_mustelinus	1	1	2	2
Eumicrotremus_derjugini	1	?	2	?
Sardinella_janeiro	?	1	?	1
Imparfinis_guttatus	1	1	2	2
Lythrurus	1	?	2	?
Pterobrycon_myrnae	?	1	?	2
Genus_2_sp._B_(Bockmann_1998)	1	1	2	2
Leptoancistrus_canensis	1	1	2	2
Opsariichthys_uncirostris	1	1	2	1
Careproctus_reinhardti	1	?	2	?
Isorineloricaria_spinosissma	1	1	2	2
Chilodus_punctatus	1	1	2	1
Lithoxus_lithoides	1	1	2	2
Corydoras_ambiacus	1	?	2	?
Potamothrissa_obtusirostris	?	1	?	2
Macrhybopsis_storeriana	1	1	2	2
Mimagoniates_rheocharis	?	1	?	2
Notropis_braytoni	1	1	2	2
Loricaria_sp._(Schaefer_1987)	1	1	2	2
Dallia_pectoralis	1	1	2	1
Trichogenes_longipinnis	1	?	2	?
Notropis_harperi	1	1	2	2
Asterophysus_batrachus	1	1	2	2
Hypostomus_plecostomus_2_(Armbruster_2004)	1	1	2	2
Barbus_versluysii	1	1	2	1
Trachelyichthys_decaradiatus	1	1	2	2
Bryconaethiops_macrops	1	1	2	2
Lithogenes_villosus	1	1	2	2
Notropis_topeka	1	1	2	2
Cyprinella_zanema	1	1	2	2
Notropis_sabinae	1	1	2	2
Cetopsorhamdia_boquillae	1	1	2	2
Corydoras_cochui	1	?	2	?
Tetragonopterus_argenteus	1	1	2	2
Encrasicholina_heteroloba	?	1	?	2
Ilisha_kampeni	?	1	?	1
Glyptothorax_sp._(Chen_1994)	1	?	2	?
Hypostomus_micromaculatus	1	1	2	2
Hemiodus_sp._(Fink_and_Fink_1981)	1	1	2	1
Rhinosardinia_amazonica	?	1	?	1
Anodontostoma_selangkat	?	1	?	2
Pseudancistrus_orinoco	1	1	2	2
Moapa_coriacea	1	1	2	2
Hypostomus_commersoni	1	1	2	2
Gila_pulchra	?	1	?	2
Pogonopoma_wertheimeri	1	1	2	2
Pareiorhaphis_splendens	1	1	2	2
Acentronichthys_leptos	1	1	2	2
Saurorhamphus_freyeri	1	1	2	2
Pleuragramma	1	?	2	?
Pogonopoma_parahybae	1	1	2	2
Searsia_koefoedi	?	1	?	2
Hybognathus_hankinsoni	1	1	2	2
Batrachoididae	1	1	2	2
Dolichancistrus_cobrensis	1	1	2	2
Hypostomus_francisci	1	1	2	2
Lythrurus_snelsoni	1	1	2	2
Imparfinis_nemacheir	1	1	2	2
Chalceus_guaporensis	1	1	2	2
Salminus_hilarii	1	1	2	2
Imparfinis_sp._n._(Bockman_1998)	1	1	2	2
Amblygaster_sp._(DiDario_2004)	?	1	?	2
Micronemacheilus_pulcher	1	1	2	2
Silurus_aristotelis	1	?	2	?
Franciscodoras	1	1	2	2
Anomalopidae	?	1	?	2
Hemipsilichthys_sp._(Armbruster_2004)	1	1	2	2
Chasmocranus_longior	1	1	2	2
Bagridae	1	?	2	?
Cryptoheros_septemfasciatus	?	1	?	2
Rasbora_kalochroma	?	1	?	2
Entomocorus_sp._(de_Pinna_1993)	?	1	?	2
Pellona_castelnaeana	?	1	?	1
Pseudacanthicus_leopardus	1	1	2	2
Notosudidae	?	1	?	2
Pseudotothyris_sp._(Schaefer_1991)	1	?	2	?
Hemiancistrus_holostictus	1	1	2	2
Corydoras_metae	1	?	2	?
Ameiurus_brunneus	1	1	2	2
Trachelyichthys_n._sp_1_(Royero_1999)	1	1	2	2
Nemuroglanis_pauciradiatus	1	1	2	2
Gephyrocharax_sp._(Weitzman_and_Fink_1985)	?	1	?	2
Catostomus_bernardini	?	1	?	2
Hypostomus_hondae	1	1	2	2
Helogenes_castaneus	1	1	2	2
Argopleura_chocoensis	?	1	?	2
Schizolecis_guntheri	1	1	2	2
Pterygoplichthys_pardalis	1	1	2	2
Charax_sp._(Buckup_1998)	1	1	2	2
Heptapterus_sympterygium	1	1	2	2
Abramites_sp._(Fink_and_Fink_1981)	1	1	2	1
Opsopoeodus_emiliae	1	1	2	2
Thryssa_baelama	?	1	?	2
Corydoras_loretoensis	1	?	2	?
Hypostomus_boulengeri	1	1	2	2
Harengula_jaguana	1	1	2	1
Trachelyopterus_sp._(de_Pinna_1993)	?	1	?	2
Nototheniidae	1	?	2	?
Notropis_simus	1	1	2	2
Hemipsilichthys?_(Armbruster_2004)	1	1	2	2
Corydoras_nattereri	1	?	2	?
Microlepidogaster_sp._(Armbruster_2004)	1	1	2	2
Lampridae	?	1	?	2
Anchoa_filifera	?	1	?	1
Cichlasoma_beani	?	1	?	2
Hemimyzon_formosanus	1	1	2	2
Synodontis_ornatipinnis	1	1	2	2
Anchoviella_guianensis	?	1	?	1
Entomocorus_gameroi	1	1	2	2
Crenuchus_spilurus	1	1	2	1
Hybopsis_lineapunctata	1	1	2	2
Schizodon_vittatus	?	1	?	2
Taunayia_bifasciata	1	1	2	2
Lithoxus_bovallii	1	1	2	2
Aphanotorulus_ammophilus	1	1	2	2
Corydoras_elegans	1	?	2	?
Schizodon_fasciatus	1	1	2	1
Liobagrus_nigricauda	1	?	2	?
Glanidium_melanopterum	1	?	2	?
Astroblepus_simonsii	1	1	2	2
Tarletonbeania_crenularis	1	1	2	2
Rhinichthys_falcatus	1	1	2	2
Hisonotus_maculipinnis	1	?	2	?
Mimagoniates_sylvicola	?	1	?	2
Pareiorhaphis_cameroni	1	1	2	2
Aspidoras_poecilus	1	?	2	?
Micralestes_eburneensis	1	1	2	2
Pseudancistrus_barbatus	1	1	2	2
Pseudorinelepis_genibarbis	1	1	2	2
Corydoras_atropersonatus	1	?	2	?
Hypostomus_punctatus	1	1	2	2
Nemacheilus_masyai	1	1	2	2
Synodontis_sp._(Royero_1999)	1	1	2	2
Distichodus_sp._(Fink_and_Fink_1981)	1	1	2	1
Heptapterus_stewarti	1	1	2	2
Lile_piquitinga	?	1	?	1
Astyanax_mexicanus	1	1	2	1
Escualosa_thoracata	?	1	?	2
Trichomycterus_alternatus	1	?	2	?
Rhamdioglanis_frenatus	1	1	2	2
Tetranematichthys_quadrifilis	1	1	2	2
Pareiorhina_rudolphi	1	1	2	2
Talismania_aphos	?	1	?	2
Pseudorasbora_parva	?	1	?	2
Orinocodoras_sp._(Royero_1999)	1	1	2	2
Hydrocynus_brevis	1	1	2	2
Phenacorhamdia_unifasciata	1	1	2	2
Hassar_affinis	1	1	2	2
Aspidoras_aff._poecilus_(Britto_2003)	1	?	2	?
Eleginops	1	?	2	?
Phenacogrammus_aurantiacus	1	1	2	2
Pseudolithoxus_anthrax	1	1	2	2
Hypostomus_albopunctatus	1	1	2	2
Cyprinella_venusta	1	1	2	2
Gephyrocharax_atracaudatus	?	1	?	2
Liobagrus_styani	1	?	2	?
Prochilodus_rubrotaeniatus	?	1	?	2
Poecilothrissa_congica	?	1	?	2
Loricariichthys_sp._(Britto_2003)	1	?	2	?
Genus_sp._1_(Royero_1999)	1	1	2	2
Nocomis_raneyi	1	1	2	2
Tatia_strigata	1	?	2	?
Corydoras_baderi	1	?	2	?
Trigonostigma_hengeli	1	?	2	?
Delturus_angulicauda	1	1	2	2
Trachelyichthys_exilis	?	1	?	2
Myctophum_affine	1	1	2	2
Lasiancistrus_sp._(Armbruster_2004)	1	1	2	2
Trichomycterus_itatiayae	1	?	2	?
Brycon_falcatus	1	1	2	2
Pseudancistrus_sp._gold_spot_(Armbruster_2004)	1	1	2	2
Isbrueckerichthys_alipionis	1	1	2	2
Gymnodraco_acuticeps	1	?	2	?
Gyrinocheilus_sp._(Fink_and_Fink_1981)	1	1	2	1
Cyprinella_nivea	1	1	2	2
Catostomus_macrocheilus	?	1	?	2
Ancistrus_pirareta	1	1	2	2
Pteronotropis_welaka	1	1	2	2
Luxilus_pilsbryi	1	1	2	2
Corydoras_flaveolus	1	?	2	?
Xyrauchen_texanus	?	1	?	2
Cetopsidium_pemon	1	1	2	2
Harttia_sp._(Armbruster_2004)	1	1	2	2
Acestrorhynchus_abbreviatus	1	?	2	?
Aspidoras_microgalaeus	1	?	2	?
Osteoglossum_bicirrhosum	1	1	2	1
Microdevario_nana	1	?	2	?
Scoloplax_distolothrix	1	?	2	?
Anodontostoma_chacunda	?	1	?	1
Phenacogrammus_urotaenia	1	1	2	2
Aulichthys_japonicus	1	1	2	2
Lythrurus_fumeus	1	1	2	2
Phenacogrammus_ansorgii	1	1	2	2
Arius_sp._(Royero_1999)	1	1	2	2
Clupea_harengus	?	1	?	1
Harengula_clupeola	?	1	?	1
Synodontis_serrata	1	1	2	2
Melanotaenia_splendida	1	1	2	2
Ernstichthys_sp._(de_Pinna_1996)	1	?	2	?
Centromochlus_romani	1	1	2	2
Auchenipterus_demerarae	?	1	?	2
Catostomus_catostomus	?	1	?	2
Anchoa_tricolor	?	1	?	1
Cetopsis_oliveirai	1	1	2	2
Leporinus_aripuanaensis	?	1	?	2
Kronichthys_sp._1_(Armbruster_2004)	1	1	2	2
Acanthocobitis_botia	1	1	2	2
Tatia_brunnea	1	1	2	2
Nocomis_effusus	1	1	2	2
Pseudotrematomus_bernacchii	1	?	2	?
Glyptothorax_sp._(de_Pinna_1996)	1	?	2	?
Pterygoplichthys_lituratus	1	1	2	2
Phenacorhamdia_sp._B_(Bockmann_1998)	1	1	2	2
Notropis_lutipinnis	1	1	2	2
Notropis_buccula	1	1	2	2
Cyclopterus_lumpus	1	?	2	?
Gastromyzon_borneensis	1	1	2	1
Hisonotus_leucofrenatus	1	1	2	2
Hypostomus_plecostomus	1	1	2	2
Pseudancistrus_sp._(Armbruster_2004)	1	1	2	2
Megalancistrus_parananus	1	1	2	2
Brevoortia_smithi	?	1	?	2
Corydoras_undulatus	1	?	2	?
Notropis_spectrunculus	1	1	2	2
Clupeichthys_aesarnensis	?	1	?	1
Centromochlus_existimatus	1	1	2	2
Hypoptopoma_sp._(Schaefer_1991)	1	?	2	?
Citharoides_macrolepidotus	1	1	2	2
Bryconaethiops_boulengeri	1	1	2	2
Garra_sp._'Discognathichthys'_(Coburn_and_Cavender_1992)	?	1	?	2
Ilisha_striatula	?	1	?	1
Pseudanos_irinae	?	1	?	2
