taxa_name	pectoral_fin	pelvic_fin	pectoral_inferred	pelvic_inferred	pectoral_propagated	pelvic_propagated
Diaphus fragilis	?	1	?	2	0	1
Diaphus kuroshio	?	1	?	2	0	1
Diaphus parri	?	1	?	2	0	1
Diaphus impostor	?	1	?	2	0	1
Diaphus lobatus	?	1	?	2	0	1
Diaphus parini	?	1	?	2	0	1
Diaphus problematicus	?	1	?	2	0	1
Diaphus ehrhorni	?	1	?	2	0	1
Diaphus antonbruuni	?	1	?	2	0	1
Diaphus danae	?	1	?	2	0	1
Diaphus burtoni	?	1	?	2	0	1
Diaphus roei	?	1	?	2	0	1
Diaphus richardsoni	?	1	?	2	0	1
Diaphus basileusi	?	1	?	2	0	1
Diaphus aliciae	?	1	?	2	0	1
Diaphus termophilus	?	1	?	2	0	1
Diaphus meadi	?	1	?	2	0	1
Diaphus suborbitalis	?	1	?	2	0	1
Diaphus arabicus	?	1	?	2	0	1
Diaphus pallidus	?	1	?	2	0	1
Diaphus confusus	?	1	?	2	0	1
Diaphus drachmanni	?	1	?	2	0	1
Diaphus signatus	?	1	?	2	0	1
Diaphus regani	?	1	?	2	0	1
Diaphus wisneri	?	1	?	2	0	1
Diaphus adenomus	?	1	?	2	0	1
Diaphus diademophilus	?	1	?	2	0	1
Diaphus umbroculus	?	1	?	2	0	1
Diaphus knappi	?	1	?	2	0	1
Diaphus diadematus	?	1	?	2	0	1
Diaphus kora	?	1	?	2	0	1
Diaphus holti	?	1	?	2	0	1
Diaphus schmidti	?	1	?	2	0	1
Diaphus garmani	?	1	?	2	0	1
Diaphus phillipsi	?	1	?	2	0	1
Diaphus megalops	?	1	?	2	0	1
Diaphus lucifrons	?	1	?	2	0	1
Diaphus kapalae	?	1	?	2	0	1
Diaphus jenseni	?	1	?	2	0	1
Diaphus handi	?	1	?	2	0	1
Diaphus malayanus	?	1	?	2	0	1
Diaphus sagamiensis	?	1	?	2	0	1
Diaphus coeruleus	?	1	?	2	0	1
Diaphus pacificus	?	1	?	2	0	1
Diaphus hudsoni	?	1	?	2	0	1
Lampanyctus tenuiformis	?	1	?	2	0	1
Lampanyctus jordani	?	1	?	2	0	1
Lampanyctus festivus	?	1	?	2	0	1
Lampanyctus photonotus	?	1	?	2	0	1
Lampanyctus crocodilus	?	1	?	2	0	1
Lampanyctus macdonaldi	?	1	?	2	0	1
Lampanyctus alatus	?	1	?	2	0	1
Lampanyctus acanthurus	?	1	?	2	0	1
Lampanyctus australis	?	1	?	2	0	1
Lampanyctus omostigma	?	1	?	2	0	1
Lampanyctus intricarius	?	1	?	2	0	1
Lampanyctus simulator	?	1	?	2	0	1
Lampanyctus macropterus	?	1	?	2	0	1
Lampanyctus hubbsi	?	1	?	2	0	1
Lampanyctus pusillus	?	1	?	2	0	1
Lampanyctus parvicauda	?	1	?	2	0	1
Lampanyctus nobilis	?	1	?	2	0	1
Lampanyctus steinbecki	?	1	?	2	0	1
Lampanyctus iselinoides	?	1	?	2	0	1
Lampanyctus vadulus	?	1	?	2	0	1
Lampanyctus turneri	?	1	?	2	0	1
Lampanyctus lepidolychnus	?	1	?	2	0	1
Stenobrachius leucopsarus	?	1	?	2	0	1
Stenobrachius nannochir	?	1	?	2	0	1
Nannobrachium ritteri	?	1	?	2	0	1
Nannobrachium regale	?	1	?	2	0	1
Nannobrachium atrum	?	1	?	2	0	1
Nannobrachium cuprarium	1	1	2	2	0	0
Nannobrachium achirus	?	1	?	2	0	1
Nannobrachium lineatum	?	1	?	2	0	1
Nannobrachium gibbsi	?	1	?	2	0	1
Nannobrachium hawaiiensis	?	1	?	2	0	1
Nannobrachium wisneri	?	1	?	2	0	1
Nannobrachium phyllisae	?	1	?	2	0	1
Nannobrachium crypticum	?	1	?	2	0	1
Nannobrachium indicum	?	1	?	2	0	1
Nannobrachium fernae	?	1	?	2	0	1
Nannobrachium isaacsi	?	1	?	2	0	1
Nannobrachium bristori	?	1	?	2	0	1
Nannobrachium nigrum	?	1	?	2	0	1
Nannobrachium idostigma	?	1	?	2	0	1
Benthosema glaciale	?	1	?	2	0	1
Benthosema pterotum	?	1	?	2	0	1
Benthosema fibulatum	?	1	?	2	0	1
Benthosema panamense	?	1	?	2	0	1
Benthosema suborbitale	?	1	?	2	0	1
Myctophum spinosum	?	1	?	2	0	1
Myctophum nitidulum	?	1	?	2	0	1
Myctophum affine	1	1	2	2	0	0
Myctophum punctatum	?	1	?	2	0	1
Myctophum aurolaternatum	?	1	?	2	0	1
Myctophum lychnobium	?	1	?	2	0	1
Myctophum asperum	?	1	?	2	0	1
Myctophum orientale	?	1	?	2	0	1
Myctophum brachygnathum	?	1	?	2	0	1
Myctophum lunatum	?	1	?	2	0	1
Myctophum selenops	?	1	?	2	0	1
Myctophum obtusirostre	1	1	2	2	0	0
Myctophum americanum	?	1	?	2	0	1
Myctophum fissunovi	?	1	?	2	0	1
Myctophum ovcharovi	?	1	?	2	0	1
Myctophum phengodes	?	1	?	2	0	1
Lampadena speculigera	?	1	?	2	0	1
Lampadena luminosa	?	1	?	2	0	1
Lampadena urophaos	?	1	?	2	0	1
Lampadena yaquinae	?	1	?	2	0	1
Lampadena atlantica	?	1	?	2	0	1
Lampadena anomala	?	1	?	2	0	1
Lampadena chavesi	?	1	?	2	0	1
Lampadena notialis	?	1	?	2	0	1
Lampadena pontifex	?	1	?	2	0	1
Lampadena dea	?	1	?	2	0	1
Centrobranchus nigroocellatus	?	1	?	2	0	1
Centrobranchus choerocephalus	?	1	?	2	0	1
Centrobranchus brevirostris	?	1	?	2	0	1
Centrobranchus andreae	?	1	?	2	0	1
Gonichthys tenuiculus	?	1	?	2	0	1
Gonichthys cocco	?	1	?	2	0	1
Gonichthys venetus	?	1	?	2	0	1
Gonichthys barnesi	?	1	?	2	0	1
Loweina terminata	?	1	?	2	0	1
Loweina interrupta	?	1	?	2	0	1
Loweina rara	?	1	?	2	0	1
Scopelopsis multipunctatus	?	1	?	2	0	1
Diogenichthys laternatus	?	1	?	2	0	1
Diogenichthys atlanticus	?	1	?	2	0	1
Diogenichthys panurgus	?	1	?	2	0	1
Bolinichthys indicus	?	1	?	2	0	1
Bolinichthys longipes	?	1	?	2	0	1
Bolinichthys pyrsobolus	?	1	?	2	0	1
Bolinichthys supralateralis	?	1	?	2	0	1
Bolinichthys distofax	?	1	?	2	0	1
Bolinichthys photothorax	?	1	?	2	0	1
Bolinichthys nikolayi	?	1	?	2	0	1
Parvilux ingens	?	1	?	2	0	1
Parvilux boschmai	?	1	?	2	0	1
Triphoturus nigrescens	?	1	?	2	0	1
Triphoturus mexicanus	?	1	?	2	0	1
Taaningichthys bathyphilus	?	1	?	2	0	1
Taaningichthys minimus	?	1	?	2	0	1
Taaningichthys paurolychnus	?	1	?	2	0	1
Ceratoscopelus townsendi	?	1	?	2	0	1
Ceratoscopelus maderensis	?	1	?	2	0	1
Ceratoscopelus warmingii	?	1	?	2	0	1
Lampichthys procerus	?	1	?	2	0	1
Metelectrona ventralis	?	1	?	2	0	1
Metelectrona herwigi	?	1	?	2	0	1
Metelectrona ahlstromi	?	1	?	2	0	1
Notolychnus valdiviae	?	1	?	2	0	1
Lobianchia gemellarii	?	1	?	2	0	1
Lobianchia dofleini	?	1	?	2	0	1
Lampanyctodes hectoris	?	1	?	2	0	1
Lepidophanes guentheri	?	1	?	2	0	1
Lepidophanes gaussi	?	1	?	2	0	1
Hintonia candens	?	1	?	2	0	1
Idiolychnus urolampus	?	1	?	2	0	1
Neoscopelus macrolepidotus	1	1	2	2	0	0
Neoscopelus microchir	?	1	?	2	0	1
Neoscopelus porosus	?	1	?	2	0	1
Scopelengys tristis	?	1	?	2	0	1
Scopelengys clarkei	?	1	?	2	0	1
Solivomer arenidens	?	1	?	2	0	1
Alepisaurus brevirostris	1	1	2	2	0	0
Alepisaurus ferox	1	1	2	2	0	0
Anotopterus pharao	1	1	2	2	0	0
Omosudis lowii	1	1	2	2	0	0
Lestidiops ringens	1	1	2	2	1	1
Lestidiops jayakari	1	1	2	2	1	1
Lestidiops sphyrenoides	1	1	2	2	1	1
Lestidiops sphyraenopsis	1	1	2	2	1	1
Lestidiops cadenati	1	1	2	2	1	1
Lestidiops bathyopteryx	1	1	2	2	1	1
Lestidiops extrema	1	1	2	2	1	1
Lestidiops indopacifica	1	1	2	2	1	1
Lestidiops distans	1	1	2	2	1	1
Lestidiops similis	1	1	2	2	1	1
Lestidiops neles	1	1	2	2	1	1
Lestidiops gracilis	1	1	2	2	1	1
Lestidiops mirabilis	1	1	2	2	1	1
Lestidiops affinis	1	1	2	2	0	0
Notolepis coatsi	1	1	2	2	1	1
Notolepis annulata	1	1	2	2	1	1
Lestidium atlanticum	1	1	2	2	0	0
Lestidium prolixum	1	1	2	2	1	1
Lestidium pseudosphyraenoides	1	1	2	2	1	1
Lestidium bigelowi	1	1	2	2	1	1
Lestidium nudum	1	1	2	2	1	1
Arctozenus risso	1	1	2	2	0	0
Magnisudis atlantica	1	1	2	2	0	0
Magnisudis prionosa	1	1	2	2	1	1
Magnisudis indica	1	1	2	2	1	1
Macroparalepis johnfitchi	1	1	2	2	1	1
Macroparalepis danae	1	1	2	2	1	1
Macroparalepis longilateralis	1	1	2	2	1	1
Macroparalepis macrogeneion	1	1	2	2	1	1
Macroparalepis nigra	1	1	2	2	1	1
Macroparalepis affinis	1	1	2	2	0	0
Macroparalepis brevis	1	1	2	2	1	1
Sudis atrox	1	1	2	2	0	0
Sudis hyalina	1	1	2	2	0	0
Stemonosudis macrura	1	1	2	2	1	1
Stemonosudis rothschildi	1	1	2	2	0	0
Stemonosudis molesta	1	1	2	2	1	1
Stemonosudis siliquiventer	1	1	2	2	1	1
Stemonosudis intermedia	1	1	2	2	1	1
Stemonosudis bullisi	1	1	2	2	1	1
Stemonosudis gracilis	1	1	2	2	1	1
Stemonosudis distans	1	1	2	2	1	1
Stemonosudis elegans	1	1	2	2	1	1
Stemonosudis miscella	1	1	2	2	1	1
Paralepis coregonoides	1	1	2	2	0	0
Paralepis speciosa	1	1	2	2	1	1
Paralepis brevirostris	1	1	2	2	0	0
Paralepis elongata	1	1	2	2	1	1
Lestrolepis intermedia	1	1	2	2	0	0
Lestrolepis japonica	1	1	2	2	1	1
Lestrolepis luetkeni	1	1	2	2	1	1
Uncisudis advena	1	1	2	2	0	0
Uncisudis longirostra	1	1	2	2	1	1
Uncisudis posteropelvis	1	1	2	2	1	1
Uncisudis quadrimaculata	1	1	2	2	1	1
Dolichosudis fuliginosa	1	1	2	2	1	1
Lagiacrusichthys macropinnis	1	1	2	2	0	0
Scopelarchus guentheri	1	1	2	2	1	1
Scopelarchus analis	1	1	2	2	0	0
Scopelarchus michaelsarsi	1	1	2	2	1	1
Scopelarchus stephensi	1	1	2	2	1	1
Benthalbella infans	1	1	2	2	1	1
Benthalbella linguidens	1	1	2	2	1	1
Benthalbella elongata	1	1	2	2	0	0
Benthalbella dentata	1	1	2	2	0	0
Scopelarchoides danae	1	1	2	2	1	1
Scopelarchoides climax	1	1	2	2	1	1
Scopelarchoides signifer	1	1	2	2	0	0
Scopelarchoides nicholsi	1	1	2	2	0	0
Scopelarchoides kreffti	1	1	2	2	1	1
Rosenblattichthys alatus	1	1	2	2	1	1
Rosenblattichthys volucris	1	1	2	2	1	1
Rosenblattichthys hubbsi	1	1	2	2	0	0
Rosenblattichthys nemotoi	1	1	2	2	1	1
Bathypterois phenax	?	1	?	2	0	1
Bathypterois grallator	?	1	?	2	0	1
Bathypterois mediterraneus	?	1	?	2	0	1
Bathypterois dubius	?	1	?	2	0	1
Bathypterois atricolor	?	1	?	2	0	1
Bathypterois longicauda	?	1	?	2	0	1
Bathypterois oddi	?	1	?	2	0	1
Bathypterois quadrifilis	?	1	?	2	0	1
Bathypterois andriashevi	?	1	?	2	0	1
Bathypterois insularum	?	1	?	2	0	1
Bathypterois longipes	1	1	2	2	0	0
Bathypterois perceptor	?	1	?	2	0	1
Bathypterois filiferus	?	1	?	2	0	1
Bathypterois longifilis	?	1	?	2	0	1
Bathypterois parini	?	1	?	2	0	1
Bathypterois guentheri	?	1	?	2	0	1
Bathypterois pectinatus	1	1	2	2	0	0
Bathypterois ventralis	?	1	?	2	0	1
Bathypterois bigelowi	?	1	?	2	0	1
Bathypterois viridensis	1	1	2	2	0	0
Ipnops agassizii	1	1	2	2	0	0
Ipnops murrayi	1	1	2	2	0	0
Ipnops meadi	1	1	2	2	0	0
Bathytyphlops marionae	1	1	2	2	0	0
Bathytyphlops sewelli	?	1	?	2	0	1
Bathymicrops brevianalis	?	1	?	2	0	1
Bathymicrops regis	1	1	2	2	0	0
Bathymicrops belyaninae	?	1	?	2	0	1
Bathymicrops multispinis	?	1	?	2	0	1
Discoverichthys praecox	?	1	?	2	0	1
Evermannella indica	1	1	2	2	0	0
Evermannella melanoderma	1	1	2	2	1	1
Evermannella balbo	1	1	2	2	0	0
Evermannella ahlstromi	1	1	2	2	1	1
Evermannella megalops	1	1	2	2	1	1
Coccorella atlantica	1	1	2	2	0	0
Coccorella atrata	1	1	2	2	1	1
Odontostomops normalops	1	1	2	2	0	0
Chlorophthalmus corniger	?	1	?	2	0	1
Chlorophthalmus punctatus	?	1	?	2	0	1
Chlorophthalmus acutifrons	?	1	?	2	0	1
Chlorophthalmus agassizi	1	1	2	2	0	0
Chlorophthalmus albatrossis	?	1	?	2	0	1
Chlorophthalmus nigromarginatus	?	1	?	2	0	1
Chlorophthalmus bicornis	?	1	?	2	0	1
Chlorophthalmus borealis	?	1	?	2	0	1
Chlorophthalmus atlanticus	1	1	2	2	0	0
Chlorophthalmus ichthyandri	?	1	?	2	0	1
Chlorophthalmus brasiliensis	?	1	?	2	0	1
Chlorophthalmus mento	?	1	?	2	0	1
Chlorophthalmus proridens	?	1	?	2	0	1
Chlorophthalmus pectoralis	?	1	?	2	0	1
Chlorophthalmus chalybeius	?	1	?	2	0	1
Chlorophthalmus zvezdae	?	1	?	2	0	1
Parasudis truculenta	1	1	2	2	0	0
Parasudis fraserbrunneri	?	1	?	2	0	1
Scopelosaurus lepidus	?	1	?	2	0	1
Scopelosaurus hamiltoni	?	1	?	2	0	1
Scopelosaurus harryi	?	1	?	2	0	1
Scopelosaurus craddocki	?	1	?	2	0	1
Scopelosaurus hubbsi	?	1	?	2	0	1
Scopelosaurus herwigi	?	1	?	2	0	1
Scopelosaurus hoedti	1	1	2	2	0	0
Scopelosaurus ahlstromi	?	1	?	2	0	1
Scopelosaurus smithii	?	1	?	2	0	1
Scopelosaurus argenteus	1	1	2	2	0	0
Scopelosaurus meadi	?	1	?	2	0	1
Scopelosaurus mauli	?	1	?	2	0	1
Scopelosaurus adleri	?	1	?	2	0	1
Scopelosaurus gibbsi	?	1	?	2	0	1
Ahliesaurus berryi	1	1	2	2	0	0
Ahliesaurus brevis	?	1	?	2	0	1
Luciosudis normani	?	1	?	2	0	1
Bathysaurus ferox	1	1	2	2	0	0
Bathysaurus mollis	1	1	2	2	0	0
Gigantura chuni	1	1	1	2	0	0
Gigantura indica	1	1	1	2	0	0
Aulopus filamentosus	1	1	2	2	0	0
Aulopus diactithrix	?	1	?	2	0	1
Aulopus bajacali	?	1	?	2	0	1
Aulopus cadenati	?	1	?	2	0	1
Hime japonica	1	1	2	2	0	0
Hime microps	?	1	?	2	0	1
Hime curtirostris	?	1	?	2	0	1
Hime damasi	?	1	?	2	0	1
Latropiscis purpurissatus	?	1	?	2	0	1
Harpadon nehereus	1	1	2	2	0	0
Harpadon microchir	?	1	?	2	0	1
Harpadon erythraeus	?	1	?	2	0	1
Harpadon translucens	?	1	?	2	0	1
Saurida gracilis	1	1	2	2	0	0
Saurida tumbil	1	1	2	2	0	1
Saurida wanieso	?	1	?	2	0	1
Saurida undosquamis	1	1	2	2	0	0
Saurida nebulosa	?	1	?	2	0	1
Saurida elongata	?	1	?	2	0	1
Saurida longimanus	?	1	?	2	0	1
Saurida filamentosa	?	1	?	2	0	1
Saurida suspicio	?	1	?	2	0	1
Saurida argentea	?	1	?	2	0	1
Saurida flamma	?	1	?	2	0	1
Saurida caribbaea	?	1	?	2	0	1
Saurida macrolepis	?	1	?	2	0	1
Saurida umeyoshii	?	1	?	2	0	1
Saurida normani	1	1	2	2	0	0
Saurida brasiliensis	1	1	2	2	0	0
Saurida microlepis	?	1	?	2	0	1
Saurida isarankurai	?	1	?	2	0	1
Saurida micropectoralis	?	1	?	2	0	1
Synodus saurus	?	1	?	2	0	1
Synodus lacertinus	?	1	?	2	0	1
Synodus lucioceps	?	1	?	2	0	1
Synodus kaianus	?	1	?	2	0	1
Synodus binotatus	?	1	?	2	0	1
Synodus jaculum	?	1	?	2	0	1
Synodus variegatus	1	1	2	2	0	0
Synodus usitatus	?	1	?	2	0	1
Synodus dermatogenys	?	1	?	2	0	1
Synodus foetens	1	1	2	2	0	0
Synodus intermedius	?	1	?	2	0	1
Synodus indicus	?	1	?	2	0	1
Synodus ulae	?	1	?	2	0	1
Synodus hoshinonis	?	1	?	2	0	1
Synodus synodus	1	1	2	2	0	0
Synodus fasciapelvicus	?	1	?	2	0	1
Synodus orientalis	?	1	?	2	0	1
Synodus pylei	?	1	?	2	0	1
Synodus scituliceps	1	1	2	2	0	0
Synodus fuscus	?	1	?	2	0	1
Synodus mascarensis	?	1	?	2	0	1
Synodus mundyi	?	1	?	2	0	1
Synodus capricornis	?	1	?	2	0	1
Synodus sanguineus	?	1	?	2	0	1
Synodus falcatus	?	1	?	2	0	1
Synodus sageneus	?	1	?	2	0	1
Synodus sechurae	?	1	?	2	0	1
Synodus macrocephalus	?	1	?	2	0	1
Synodus gibbsi	?	1	?	2	0	1
Synodus marchenae	?	1	?	2	0	1
Synodus macrops	?	1	?	2	0	1
Synodus randalli	?	1	?	2	0	1
Synodus doaki	?	1	?	2	0	1
Synodus poeyi	?	1	?	2	0	1
Synodus janus	?	1	?	2	0	1
Synodus lobeli	?	1	?	2	0	1
Synodus isolatus	?	1	?	2	0	1
Synodus evermanni	?	1	?	2	0	1
Synodus similis	?	1	?	2	0	1
Synodus tectus	?	1	?	2	0	1
Synodus vityazi	?	1	?	2	0	1
Synodus oculeus	?	1	?	2	0	1
Synodus taiwanensis	?	1	?	2	0	1
Synodus rubromarmoratus	?	1	?	2	0	1
Trachinocephalus myops	1	1	2	2	0	0
Pseudotrichonotus altivelis	1	1	2	2	0	0
Pseudotrichonotus xanthotaenia	?	1	?	2	0	1
Bathysauropsis gracilis	1	1	2	2	0	0
Bathysauropsis malayanus	1	1	2	2	0	0
Bathysauroides gigas	1	1	2	2	0	0
Stomias atriventer	?	1	?	1	0	1
Stomias brevibarbatus	?	1	?	1	0	1
Stomias nebulosus	?	1	?	1	0	1
Stomias affinis	?	1	?	1	0	1
Stomias gracilis	?	1	?	1	0	1
Stomias boa	1	1	1	1	0	0
Stomias danae	?	1	?	1	0	1
Stomias lampropeltis	?	1	?	1	0	1
Stomias longibarbatus	?	1	?	1	0	1
Chauliodus macouni	?	1	?	1	0	1
Chauliodus danae	?	1	?	1	0	1
Chauliodus sloani	1	1	1	1	0	0
Chauliodus minimus	?	1	?	1	0	1
Chauliodus barbatus	?	1	?	1	0	1
Chauliodus vasnetzovi	?	1	?	1	0	1
Chauliodus dentatus	?	1	?	1	0	1
Chauliodus pammelas	?	1	?	1	0	1
Chauliodus schmidti	?	1	?	1	0	1
Idiacanthus atlanticus	0	1	0	1	0	0
Idiacanthus antrostomus	?	1	?	1	0	1
Idiacanthus fasciola	?	1	?	1	0	1
Malacosteus niger	1	1	1	1	0	0
Malacosteus australis	?	1	?	1	0	1
Aristostomias scintillans	?	1	?	1	0	1
Aristostomias tittmanni	?	1	?	1	0	1
Aristostomias polydactylus	?	1	?	1	0	1
Aristostomias xenostoma	?	1	?	1	0	1
Aristostomias lunifer	?	1	?	1	0	1
Aristostomias grimaldii	?	1	?	1	0	1
Astronesthes macropogon	?	1	?	1	0	1
Astronesthes gemmifer	?	1	?	1	0	1
Astronesthes similus	?	1	?	1	0	1
Astronesthes lamellosus	?	1	?	1	0	1
Astronesthes lucifer	?	1	?	1	0	1
Astronesthes formosana	?	1	?	1	0	1
Astronesthes splendidus	?	1	?	1	0	1
Astronesthes indicus	?	1	?	1	0	1
Astronesthes boulengeri	?	1	?	1	0	1
Astronesthes gudrunae	?	1	?	1	0	1
Astronesthes nigroides	?	1	?	1	0	1
Astronesthes indopacificus	?	1	?	1	0	1
Astronesthes cyaneus	?	1	?	1	0	1
Astronesthes quasiindicus	?	1	?	1	0	1
Astronesthes micropogon	?	1	?	1	0	1
Astronesthes gibbsi	?	1	?	1	0	1
Astronesthes tchuvasovi	?	1	?	1	0	1
Astronesthes illuminatus	?	1	?	1	0	1
Astronesthes caulophorus	?	1	?	1	0	1
Astronesthes richardsoni	?	1	?	1	0	1
Astronesthes atlanticus	?	1	?	1	0	1
Astronesthes luetkeni	?	1	?	1	0	1
Astronesthes niger	?	1	?	1	0	1
Astronesthes psychrolutes	?	1	?	1	0	1
Astronesthes lampara	?	1	?	1	0	1
Astronesthes lupina	?	1	?	1	0	1
Astronesthes tatyanae	?	1	?	1	0	1
Astronesthes ijimai	?	1	?	1	0	1
Astronesthes exsul	?	1	?	1	0	1
Astronesthes tanibe	?	1	?	1	0	1
Astronesthes fedorovi	?	1	?	1	0	1
Astronesthes chrysophekadion	?	1	?	1	0	1
Astronesthes dupliglandis	?	1	?	1	0	1
Astronesthes trifibulatus	?	1	?	1	0	1
Astronesthes galapagensis	?	1	?	1	0	1
Astronesthes neopogon	?	1	?	1	0	1
Astronesthes haplophos	?	1	?	1	0	1
Astronesthes zetgibbsi	?	1	?	1	0	1
Astronesthes lucibucca	?	1	?	1	0	1
Astronesthes karsteni	?	1	?	1	0	1
Astronesthes decoratus	?	1	?	1	0	1
Astronesthes spatulifer	?	1	?	1	0	1
Astronesthes leucopogon	?	1	?	1	0	1
Astronesthes martensii	?	1	?	1	0	1
Astronesthes oligoa	?	1	?	1	0	1
Astronesthes bilobatus	?	1	?	1	0	1
Astronesthes kreffti	?	1	?	1	0	1
Astronesthes zharovi	?	1	?	1	0	1
Borostomias panamensis	?	1	?	1	0	1
Borostomias antarcticus	?	1	?	1	0	1
Borostomias elucens	?	1	?	1	0	1
Borostomias pacificus	?	1	?	1	0	1
Borostomias abyssorum	?	1	?	1	0	1
Borostomias mononema	?	1	?	1	0	1
Neonesthes capensis	?	1	?	1	0	1
Neonesthes microcephalus	?	1	?	1	0	1
Rhadinesthes decimus	?	1	?	1	0	1
Heterophotus ophistoma	?	1	?	1	0	1
Eupogonesthes xenicus	?	1	?	1	0	1
Bathophilus brevis	?	1	?	1	0	1
Bathophilus flemingi	?	1	?	1	0	1
Bathophilus vaillanti	?	1	?	1	0	1
Bathophilus pawneei	?	1	?	1	0	1
Bathophilus proximus	?	1	?	1	0	1
Bathophilus digitatus	?	1	?	1	0	1
Bathophilus filifer	?	1	?	1	0	1
Bathophilus schizochirus	?	1	?	1	0	1
Bathophilus ater	?	1	?	1	0	1
Bathophilus kingi	?	1	?	1	0	1
Bathophilus longipinnis	?	1	?	1	0	1
Bathophilus abarbatus	?	1	?	1	0	1
Bathophilus nigerrimus	?	1	?	1	0	1
Bathophilus irregularis	?	1	?	1	0	1
Bathophilus indicus	?	1	?	1	0	1
Bathophilus altipinnis	?	1	?	1	0	1
Odontostomias micropogon	?	1	?	1	0	1
Odontostomias masticopogon	?	1	?	1	0	1
Melanostomias bartonbeani	?	1	?	1	0	1
Melanostomias margaritifer	?	1	?	1	0	1
Melanostomias nigroaxialis	?	1	?	1	0	1
Melanostomias pauciradius	?	1	?	1	0	1
Melanostomias melanopogon	?	1	?	1	0	1
Melanostomias valdiviae	?	1	?	1	0	1
Melanostomias globulifer	?	1	?	1	0	1
Melanostomias paucilaternatus	?	1	?	1	0	1
Melanostomias pollicifer	?	1	?	1	0	1
Melanostomias stewarti	?	1	?	1	0	1
Melanostomias niger	?	1	?	1	0	1
Melanostomias biseriatus	?	1	?	1	0	1
Melanostomias vierecki	?	1	?	1	0	1
Melanostomias melanops	?	1	?	1	0	1
Melanostomias tentaculatus	?	1	?	1	0	1
Melanostomias macrophotus	?	1	?	1	0	1
Eustomias filifer	?	1	?	1	0	1
Eustomias furcifer	?	1	?	1	0	1
Eustomias polyaster	?	1	?	1	0	1
Eustomias jimcraddocki	?	1	?	1	0	1
Eustomias acinosus	?	1	?	1	0	1
Eustomias binghami	?	1	?	1	0	1
Eustomias appositus	?	1	?	1	0	1
Eustomias cryptobulbus	?	1	?	1	0	1
Eustomias quadrifilis	?	1	?	1	0	1
Eustomias grandibulbus	?	1	?	1	0	1
Eustomias longibarba	?	1	?	1	0	1
Eustomias leptobolus	?	1	?	1	0	1
Eustomias xenobolus	?	1	?	1	0	1
Eustomias elongatus	?	1	?	1	0	1
Eustomias bimargaritatus	?	1	?	1	0	1
Eustomias brevibarbatus	?	1	?	1	0	1
Eustomias bertelseni	?	1	?	1	0	1
Eustomias enbarbatus	?	1	?	1	0	1
Eustomias crucis	?	1	?	1	0	1
Eustomias dispar	?	1	?	1	0	1
Eustomias precarius	?	1	?	1	0	1
Eustomias bifilis	?	1	?	1	0	1
Eustomias parini	?	1	?	1	0	1
Eustomias melanonema	?	1	?	1	0	1
Eustomias woollardi	?	1	?	1	0	1
Eustomias obscurus	?	1	?	1	0	1
Eustomias schiffi	?	1	?	1	0	1
Eustomias macrurus	?	1	?	1	0	1
Eustomias bibulboides	?	1	?	1	0	1
Eustomias bulbornatus	?	1	?	1	0	1
Eustomias paxtoni	?	1	?	1	0	1
Eustomias vitiazi	?	1	?	1	0	1
Eustomias dendriticus	?	1	?	1	0	1
Eustomias monoclonus	?	1	?	1	0	1
Eustomias tetranema	?	1	?	1	0	1
Eustomias braueri	?	1	?	1	0	1
Eustomias tomentosis	?	1	?	1	0	1
Eustomias problematicus	?	1	?	1	0	1
Eustomias pyrifer	?	1	?	1	0	1
Eustomias lipochirus	?	1	?	1	0	1
Eustomias decoratus	?	1	?	1	0	1
Eustomias danae	?	1	?	1	0	1
Eustomias micraster	?	1	?	1	0	1
Eustomias globulifer	?	1	?	1	0	1
Eustomias pinnatus	?	1	?	1	0	1
Eustomias ioani	?	1	?	1	0	1
Eustomias curtatus	?	1	?	1	0	1
Eustomias schmidti	?	1	?	1	0	1
Eustomias macronema	?	1	?	1	0	1
Eustomias dubius	?	1	?	1	0	1
Eustomias austratlanticus	?	1	?	1	0	1
Eustomias metamelas	?	1	?	1	0	1
Eustomias pacificus	?	1	?	1	0	1
Eustomias curtifilis	?	1	?	1	0	1
Eustomias bimargaritoides	?	1	?	1	0	1
Eustomias australensis	?	1	?	1	0	1
Eustomias teuthidopsis	?	1	?	1	0	1
Eustomias flagellifer	?	1	?	1	0	1
Eustomias cirritus	?	1	?	1	0	1
Eustomias perplexus	?	1	?	1	0	1
Eustomias borealis	?	1	?	1	0	1
Eustomias insularum	?	1	?	1	0	1
Eustomias silvescens	?	1	?	1	0	1
Eustomias interruptus	?	1	?	1	0	1
Eustomias ignotus	?	1	?	1	0	1
Eustomias paucifilis	?	1	?	1	0	1
Eustomias tenisoni	?	1	?	1	0	1
Eustomias minimus	?	1	?	1	0	1
Eustomias satterleei	?	1	?	1	0	1
Eustomias spherulifer	?	1	?	1	0	1
Eustomias arborifer	?	1	?	1	0	1
Eustomias macrophthalmus	?	1	?	1	0	1
Eustomias aequatorialis	?	1	?	1	0	1
Eustomias bituberoides	?	1	?	1	0	1
Eustomias albibulbus	?	1	?	1	0	1
Eustomias inconstans	?	1	?	1	0	1
Eustomias kreffti	?	1	?	1	0	1
Eustomias variabilis	?	1	?	1	0	1
Eustomias trewavasae	?	1	?	1	0	1
Eustomias bigelowi	?	1	?	1	0	1
